Expected_ModelPred,Expected_PredValue,checkingstatus,duration,history,purpose,amount,savings,employ,installment,others,residence,property,age,otherplans,housing,cards,job,liable,tele,foreign,sex,TC
[0.0016429126262664795],0,A11,21,A33,A42,2376,A64,A75,2,A103,1,A124,55,A142,A151,1,A172,2,A192,A202,male,PerturbTC21
[0.0016429126262664795],0,A11,21,A33,A42,2376,A64,A75,2,A103,1,A124,55,A142,A151,1,A172,2,A192,A202,female,PerturbTC21
[0.0016429126262664795],0,A11,21,A33,A42,2376,A64,A75,2,A103,1,A124,64,A142,A151,1,A172,2,A192,A202,male,PerturbTC21
[0.0016429126262664795],0,A11,21,A33,A42,2376,A64,A75,2,A103,1,A124,64,A142,A151,1,A172,2,A192,A202,female,PerturbTC21
[0.0016429126262664795],0,A11,21,A33,A42,2376,A64,A75,2,A103,1,A124,75,A142,A151,1,A172,2,A192,A202,male,PerturbTC21
[0.0016429126262664795],0,A11,21,A33,A42,2376,A64,A75,2,A103,1,A124,75,A142,A151,1,A172,2,A192,A202,female,PerturbTC21
[0.0016429126262664795],0,A11,21,A33,A42,2376,A64,A75,2,A103,1,A124,19,A142,A151,1,A172,2,A192,A202,male,OrigionalTC21
[0.0016429126262664795],0,A11,21,A33,A42,2376,A64,A75,2,A103,1,A124,19,A142,A151,1,A172,2,A192,A202,female,PerturbTC21
[0.0016429126262664795],0,A11,21,A33,A42,2376,A64,A75,2,A103,1,A124,62,A142,A151,1,A172,2,A192,A202,male,PerturbTC21
[0.0016429126262664795],0,A11,21,A33,A42,2376,A64,A75,2,A103,1,A124,62,A142,A151,1,A172,2,A192,A202,female,PerturbTC21
[0.0016429126262664795],0,A11,21,A33,A42,2376,A64,A75,2,A103,1,A124,59,A142,A151,1,A172,2,A192,A202,male,PerturbTC21
[0.0016429126262664795],0,A11,21,A33,A42,2376,A64,A75,2,A103,1,A124,59,A142,A151,1,A172,2,A192,A202,female,PerturbTC21
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,67,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,67,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,22,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,22,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,49,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,49,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,45,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,45,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,53,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,53,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,35,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,35,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,61,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,61,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,28,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,28,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,25,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,25,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,24,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,24,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,60,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,60,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,32,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,32,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,44,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,44,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,31,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,31,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,48,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,48,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,26,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,26,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,36,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,36,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,39,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,39,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,42,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,42,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,34,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,34,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,63,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,63,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,27,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,27,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,30,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,30,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,57,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,57,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,33,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,33,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,37,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,37,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,58,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,58,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,23,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,23,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,29,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,29,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,52,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,52,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,50,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,50,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,46,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,46,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,51,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,51,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,41,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,41,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,40,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,40,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,66,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,66,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,47,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,47,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,56,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,56,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,54,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,54,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,20,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,20,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,21,A142,A153,3,A172,2,A192,A202,male,OrigionalTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,21,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,38,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,38,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,70,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,70,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,65,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,65,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,74,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,74,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,68,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,68,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,43,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,43,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,55,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,55,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,64,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,64,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,75,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,75,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,19,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,19,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,62,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,62,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,59,A142,A153,3,A172,2,A192,A202,male,PerturbTC22
[6.6712800617096946e-06],0,A14,45,A30,A42,2376,A62,A71,4,A102,2,A121,59,A142,A153,3,A172,2,A192,A202,female,PerturbTC22
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,67,A143,A153,4,A173,2,A191,A201,male,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,67,A143,A153,4,A173,2,A191,A201,female,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,22,A143,A153,4,A173,2,A191,A201,male,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,22,A143,A153,4,A173,2,A191,A201,female,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,49,A143,A153,4,A173,2,A191,A201,male,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,49,A143,A153,4,A173,2,A191,A201,female,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,45,A143,A153,4,A173,2,A191,A201,male,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,45,A143,A153,4,A173,2,A191,A201,female,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,53,A143,A153,4,A173,2,A191,A201,male,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,53,A143,A153,4,A173,2,A191,A201,female,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,35,A143,A153,4,A173,2,A191,A201,male,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,35,A143,A153,4,A173,2,A191,A201,female,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,61,A143,A153,4,A173,2,A191,A201,male,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,61,A143,A153,4,A173,2,A191,A201,female,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,28,A143,A153,4,A173,2,A191,A201,male,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,28,A143,A153,4,A173,2,A191,A201,female,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,25,A143,A153,4,A173,2,A191,A201,male,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,25,A143,A153,4,A173,2,A191,A201,female,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,24,A143,A153,4,A173,2,A191,A201,male,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,24,A143,A153,4,A173,2,A191,A201,female,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,60,A143,A153,4,A173,2,A191,A201,male,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,60,A143,A153,4,A173,2,A191,A201,female,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,32,A143,A153,4,A173,2,A191,A201,male,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,32,A143,A153,4,A173,2,A191,A201,female,OrigionalTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,44,A143,A153,4,A173,2,A191,A201,male,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,44,A143,A153,4,A173,2,A191,A201,female,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,31,A143,A153,4,A173,2,A191,A201,male,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,31,A143,A153,4,A173,2,A191,A201,female,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,48,A143,A153,4,A173,2,A191,A201,male,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,48,A143,A153,4,A173,2,A191,A201,female,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,26,A143,A153,4,A173,2,A191,A201,male,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,26,A143,A153,4,A173,2,A191,A201,female,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,36,A143,A153,4,A173,2,A191,A201,male,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,36,A143,A153,4,A173,2,A191,A201,female,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,39,A143,A153,4,A173,2,A191,A201,male,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,39,A143,A153,4,A173,2,A191,A201,female,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,42,A143,A153,4,A173,2,A191,A201,male,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,42,A143,A153,4,A173,2,A191,A201,female,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,34,A143,A153,4,A173,2,A191,A201,male,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,34,A143,A153,4,A173,2,A191,A201,female,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,63,A143,A153,4,A173,2,A191,A201,male,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,63,A143,A153,4,A173,2,A191,A201,female,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,27,A143,A153,4,A173,2,A191,A201,male,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,27,A143,A153,4,A173,2,A191,A201,female,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,30,A143,A153,4,A173,2,A191,A201,male,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,30,A143,A153,4,A173,2,A191,A201,female,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,57,A143,A153,4,A173,2,A191,A201,male,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,57,A143,A153,4,A173,2,A191,A201,female,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,33,A143,A153,4,A173,2,A191,A201,male,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,33,A143,A153,4,A173,2,A191,A201,female,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,37,A143,A153,4,A173,2,A191,A201,male,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,37,A143,A153,4,A173,2,A191,A201,female,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,58,A143,A153,4,A173,2,A191,A201,male,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,58,A143,A153,4,A173,2,A191,A201,female,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,23,A143,A153,4,A173,2,A191,A201,male,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,23,A143,A153,4,A173,2,A191,A201,female,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,29,A143,A153,4,A173,2,A191,A201,male,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,29,A143,A153,4,A173,2,A191,A201,female,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,52,A143,A153,4,A173,2,A191,A201,male,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,52,A143,A153,4,A173,2,A191,A201,female,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,50,A143,A153,4,A173,2,A191,A201,male,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,50,A143,A153,4,A173,2,A191,A201,female,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,46,A143,A153,4,A173,2,A191,A201,male,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,46,A143,A153,4,A173,2,A191,A201,female,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,51,A143,A153,4,A173,2,A191,A201,male,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,51,A143,A153,4,A173,2,A191,A201,female,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,41,A143,A153,4,A173,2,A191,A201,male,PerturbTC23
[0.9949026703834534],1,A12,48,A34,A42,14391,A61,A72,1,A101,4,A123,41,A143,A153,4,A173,2,A191,A201,female,PerturbTC23
