Expected_ModelPred,Expected_PredValue,age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,TC
[0.9938713312149048],1,28,Self-emp-inc,HS-grad,13,Married-AF-spouse,Transport-moving,Other-relative,Amer-Indian-Eskimo,Male,3103,1894,40,Jamaica,PerturbTC33
[0.9938713312149048],1,28,Self-emp-inc,HS-grad,13,Married-AF-spouse,Transport-moving,Other-relative,Amer-Indian-Eskimo,Female,3103,1894,40,Jamaica,PerturbTC33
[0.9938713312149048],1,28,Self-emp-inc,HS-grad,13,Married-AF-spouse,Transport-moving,Other-relative,Other,Male,3103,1894,40,Jamaica,PerturbTC33
[0.9938713312149048],1,28,Self-emp-inc,HS-grad,13,Married-AF-spouse,Transport-moving,Other-relative,Other,Female,3103,1894,40,Jamaica,OrigionalTC33
[0.9938713312149048],1,28,Self-emp-inc,HS-grad,13,Married-AF-spouse,Transport-moving,Other-relative,White,Male,3103,1894,40,Jamaica,PerturbTC33
[0.9938713312149048],1,28,Self-emp-inc,HS-grad,13,Married-AF-spouse,Transport-moving,Other-relative,White,Female,3103,1894,40,Jamaica,PerturbTC33
[0.9999747276306152],1,30,Private,11th,15,Married-civ-spouse,Farming-fishing,Husband,Black,Male,4386,2008,42,Jamaica,OrigionalTC34
[0.9999747276306152],1,30,Private,11th,15,Married-civ-spouse,Farming-fishing,Husband,Black,Female,4386,2008,42,Jamaica,PerturbTC34
[0.9999747276306152],1,30,Private,11th,15,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,4386,2008,42,Jamaica,PerturbTC34
[0.9999747276306152],1,30,Private,11th,15,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Female,4386,2008,42,Jamaica,PerturbTC34
[0.9999747276306152],1,30,Private,11th,15,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,4386,2008,42,Jamaica,PerturbTC34
[0.9999747276306152],1,30,Private,11th,15,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Female,4386,2008,42,Jamaica,PerturbTC34
[0.9999747276306152],1,30,Private,11th,15,Married-civ-spouse,Farming-fishing,Husband,Other,Male,4386,2008,42,Jamaica,PerturbTC34
[0.9999747276306152],1,30,Private,11th,15,Married-civ-spouse,Farming-fishing,Husband,Other,Female,4386,2008,42,Jamaica,PerturbTC34
[0.9999747276306152],1,30,Private,11th,15,Married-civ-spouse,Farming-fishing,Husband,White,Male,4386,2008,42,Jamaica,PerturbTC34
[0.9999747276306152],1,30,Private,11th,15,Married-civ-spouse,Farming-fishing,Husband,White,Female,4386,2008,42,Jamaica,PerturbTC34
[0.9639679193496704],1,37,Federal-gov,Masters,1,Never-married,Machine-op-inspct,Unmarried,Black,Male,3820,2507,44,Jamaica,PerturbTC35
[0.9639679193496704],1,37,Federal-gov,Masters,1,Never-married,Machine-op-inspct,Unmarried,Black,Female,3820,2507,44,Jamaica,OrigionalTC35
[0.9639679193496704],1,37,Federal-gov,Masters,1,Never-married,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Male,3820,2507,44,Jamaica,PerturbTC35
[0.9639679193496704],1,37,Federal-gov,Masters,1,Never-married,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Female,3820,2507,44,Jamaica,PerturbTC35
[0.9639679193496704],1,37,Federal-gov,Masters,1,Never-married,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,3820,2507,44,Jamaica,PerturbTC35
[0.9639679193496704],1,37,Federal-gov,Masters,1,Never-married,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,3820,2507,44,Jamaica,PerturbTC35
[0.9639679193496704],1,37,Federal-gov,Masters,1,Never-married,Machine-op-inspct,Unmarried,Other,Male,3820,2507,44,Jamaica,PerturbTC35
[0.9639679193496704],1,37,Federal-gov,Masters,1,Never-married,Machine-op-inspct,Unmarried,Other,Female,3820,2507,44,Jamaica,PerturbTC35
[0.9639679193496704],1,37,Federal-gov,Masters,1,Never-married,Machine-op-inspct,Unmarried,White,Male,3820,2507,44,Jamaica,PerturbTC35
[0.9639679193496704],1,37,Federal-gov,Masters,1,Never-married,Machine-op-inspct,Unmarried,White,Female,3820,2507,44,Jamaica,PerturbTC35
[1.0],1,89,State-gov,9th,9,Married-civ-spouse,Tech-support,Wife,Black,Male,12099,1564,50,Jamaica,PerturbTC36
[1.0],1,89,State-gov,9th,9,Married-civ-spouse,Tech-support,Wife,Black,Female,12099,1564,50,Jamaica,PerturbTC36
[1.0],1,89,State-gov,9th,9,Married-civ-spouse,Tech-support,Wife,Asian-Pac-Islander,Male,12099,1564,50,Jamaica,PerturbTC36
[1.0],1,89,State-gov,9th,9,Married-civ-spouse,Tech-support,Wife,Asian-Pac-Islander,Female,12099,1564,50,Jamaica,PerturbTC36
[1.0],1,89,State-gov,9th,9,Married-civ-spouse,Tech-support,Wife,Amer-Indian-Eskimo,Male,12099,1564,50,Jamaica,PerturbTC36
[1.0],1,89,State-gov,9th,9,Married-civ-spouse,Tech-support,Wife,Amer-Indian-Eskimo,Female,12099,1564,50,Jamaica,PerturbTC36
[1.0],1,89,State-gov,9th,9,Married-civ-spouse,Tech-support,Wife,Other,Male,12099,1564,50,Jamaica,PerturbTC36
[1.0],1,89,State-gov,9th,9,Married-civ-spouse,Tech-support,Wife,Other,Female,12099,1564,50,Jamaica,OrigionalTC36
[1.0],1,89,State-gov,9th,9,Married-civ-spouse,Tech-support,Wife,White,Male,12099,1564,50,Jamaica,PerturbTC36
[1.0],1,89,State-gov,9th,9,Married-civ-spouse,Tech-support,Wife,White,Female,12099,1564,50,Jamaica,PerturbTC36
[1.0],1,17,State-gov,Some-college,11,Married-AF-spouse,Craft-repair,Own-child,Black,Male,12099,1816,31,Jamaica,PerturbTC37
[1.0],1,17,State-gov,Some-college,11,Married-AF-spouse,Craft-repair,Own-child,Black,Female,12099,1816,31,Jamaica,PerturbTC37
[1.0],1,17,State-gov,Some-college,11,Married-AF-spouse,Craft-repair,Own-child,Asian-Pac-Islander,Male,12099,1816,31,Jamaica,OrigionalTC37
[1.0],1,17,State-gov,Some-college,11,Married-AF-spouse,Craft-repair,Own-child,Asian-Pac-Islander,Female,12099,1816,31,Jamaica,PerturbTC37
[1.0],1,17,State-gov,Some-college,11,Married-AF-spouse,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,12099,1816,31,Jamaica,PerturbTC37
[1.0],1,17,State-gov,Some-college,11,Married-AF-spouse,Craft-repair,Own-child,Amer-Indian-Eskimo,Female,12099,1816,31,Jamaica,PerturbTC37
[1.0],1,17,State-gov,Some-college,11,Married-AF-spouse,Craft-repair,Own-child,Other,Male,12099,1816,31,Jamaica,PerturbTC37
[1.0],1,17,State-gov,Some-college,11,Married-AF-spouse,Craft-repair,Own-child,Other,Female,12099,1816,31,Jamaica,PerturbTC37
[1.0],1,17,State-gov,Some-college,11,Married-AF-spouse,Craft-repair,Own-child,White,Male,12099,1816,31,Jamaica,PerturbTC37
[1.0],1,17,State-gov,Some-college,11,Married-AF-spouse,Craft-repair,Own-child,White,Female,12099,1816,31,Jamaica,PerturbTC37
[0.997968316078186],1,22,Without-pay,Assoc-acdm,14,Divorced,Protective-serv,Unmarried,Black,Male,4386,1828,32,Jamaica,PerturbTC38
[0.997968316078186],1,22,Without-pay,Assoc-acdm,14,Divorced,Protective-serv,Unmarried,Black,Female,4386,1828,32,Jamaica,PerturbTC38
[0.997968316078186],1,22,Without-pay,Assoc-acdm,14,Divorced,Protective-serv,Unmarried,Asian-Pac-Islander,Male,4386,1828,32,Jamaica,PerturbTC38
[0.997968316078186],1,22,Without-pay,Assoc-acdm,14,Divorced,Protective-serv,Unmarried,Asian-Pac-Islander,Female,4386,1828,32,Jamaica,PerturbTC38
[0.997968316078186],1,22,Without-pay,Assoc-acdm,14,Divorced,Protective-serv,Unmarried,Amer-Indian-Eskimo,Male,4386,1828,32,Jamaica,PerturbTC38
[0.997968316078186],1,22,Without-pay,Assoc-acdm,14,Divorced,Protective-serv,Unmarried,Amer-Indian-Eskimo,Female,4386,1828,32,Jamaica,PerturbTC38
[0.997968316078186],1,22,Without-pay,Assoc-acdm,14,Divorced,Protective-serv,Unmarried,Other,Male,4386,1828,32,Jamaica,OrigionalTC38
[0.997968316078186],1,22,Without-pay,Assoc-acdm,14,Divorced,Protective-serv,Unmarried,Other,Female,4386,1828,32,Jamaica,PerturbTC38
[0.997968316078186],1,22,Without-pay,Assoc-acdm,14,Divorced,Protective-serv,Unmarried,White,Male,4386,1828,32,Jamaica,PerturbTC38
[0.997968316078186],1,22,Without-pay,Assoc-acdm,14,Divorced,Protective-serv,Unmarried,White,Female,4386,1828,32,Jamaica,PerturbTC38
[0.9997735023498535],1,24,Self-emp-not-inc,7th-8th,15,Married-spouse-absent,Armed-Forces,Not-in-family,Black,Male,3103,1894,65,Jamaica,PerturbTC39
[0.9997735023498535],1,24,Self-emp-not-inc,7th-8th,15,Married-spouse-absent,Armed-Forces,Not-in-family,Black,Female,3103,1894,65,Jamaica,PerturbTC39
[0.9997735023498535],1,24,Self-emp-not-inc,7th-8th,15,Married-spouse-absent,Armed-Forces,Not-in-family,Asian-Pac-Islander,Male,3103,1894,65,Jamaica,PerturbTC39
[0.9997735023498535],1,24,Self-emp-not-inc,7th-8th,15,Married-spouse-absent,Armed-Forces,Not-in-family,Asian-Pac-Islander,Female,3103,1894,65,Jamaica,OrigionalTC39
[0.9997735023498535],1,24,Self-emp-not-inc,7th-8th,15,Married-spouse-absent,Armed-Forces,Not-in-family,Amer-Indian-Eskimo,Male,3103,1894,65,Jamaica,PerturbTC39
[0.9997735023498535],1,24,Self-emp-not-inc,7th-8th,15,Married-spouse-absent,Armed-Forces,Not-in-family,Amer-Indian-Eskimo,Female,3103,1894,65,Jamaica,PerturbTC39
[0.9997735023498535],1,24,Self-emp-not-inc,7th-8th,15,Married-spouse-absent,Armed-Forces,Not-in-family,Other,Male,3103,1894,65,Jamaica,PerturbTC39
[0.9997735023498535],1,24,Self-emp-not-inc,7th-8th,15,Married-spouse-absent,Armed-Forces,Not-in-family,Other,Female,3103,1894,65,Jamaica,PerturbTC39
[0.9997735023498535],1,24,Self-emp-not-inc,7th-8th,15,Married-spouse-absent,Armed-Forces,Not-in-family,White,Male,3103,1894,65,Jamaica,PerturbTC39
[0.9997735023498535],1,24,Self-emp-not-inc,7th-8th,15,Married-spouse-absent,Armed-Forces,Not-in-family,White,Female,3103,1894,65,Jamaica,PerturbTC39
[0.9994057416915894],1,27,Local-gov,Doctorate,9,Separated,Priv-house-serv,Husband,Black,Male,4386,2008,44,Jamaica,PerturbTC40
[0.9994057416915894],1,27,Local-gov,Doctorate,9,Separated,Priv-house-serv,Husband,Black,Female,4386,2008,44,Jamaica,PerturbTC40
[0.9994057416915894],1,27,Local-gov,Doctorate,9,Separated,Priv-house-serv,Husband,Asian-Pac-Islander,Male,4386,2008,44,Jamaica,PerturbTC40
[0.9994057416915894],1,27,Local-gov,Doctorate,9,Separated,Priv-house-serv,Husband,Asian-Pac-Islander,Female,4386,2008,44,Jamaica,PerturbTC40
[0.9994057416915894],1,27,Local-gov,Doctorate,9,Separated,Priv-house-serv,Husband,Amer-Indian-Eskimo,Male,4386,2008,44,Jamaica,OrigionalTC40
[0.9994057416915894],1,27,Local-gov,Doctorate,9,Separated,Priv-house-serv,Husband,Amer-Indian-Eskimo,Female,4386,2008,44,Jamaica,PerturbTC40
[0.9994057416915894],1,27,Local-gov,Doctorate,9,Separated,Priv-house-serv,Husband,Other,Male,4386,2008,44,Jamaica,PerturbTC40
[0.9994057416915894],1,27,Local-gov,Doctorate,9,Separated,Priv-house-serv,Husband,Other,Female,4386,2008,44,Jamaica,PerturbTC40
[0.9994057416915894],1,27,Local-gov,Doctorate,9,Separated,Priv-house-serv,Husband,White,Male,4386,2008,44,Jamaica,PerturbTC40
[0.9994057416915894],1,27,Local-gov,Doctorate,9,Separated,Priv-house-serv,Husband,White,Female,4386,2008,44,Jamaica,PerturbTC40
[1.0],1,28,Federal-gov,Assoc-voc,15,Divorced,Adm-clerical,Wife,Black,Male,12099,1587,35,Jamaica,OrigionalTC41
[1.0],1,28,Federal-gov,Assoc-voc,15,Divorced,Adm-clerical,Wife,Black,Female,12099,1587,35,Jamaica,PerturbTC41
[1.0],1,28,Federal-gov,Assoc-voc,15,Divorced,Adm-clerical,Wife,Asian-Pac-Islander,Male,12099,1587,35,Jamaica,PerturbTC41
[1.0],1,28,Federal-gov,Assoc-voc,15,Divorced,Adm-clerical,Wife,Asian-Pac-Islander,Female,12099,1587,35,Jamaica,PerturbTC41
[1.0],1,28,Federal-gov,Assoc-voc,15,Divorced,Adm-clerical,Wife,Amer-Indian-Eskimo,Male,12099,1587,35,Jamaica,PerturbTC41
[1.0],1,28,Federal-gov,Assoc-voc,15,Divorced,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,12099,1587,35,Jamaica,PerturbTC41
[1.0],1,28,Federal-gov,Assoc-voc,15,Divorced,Adm-clerical,Wife,Other,Male,12099,1587,35,Jamaica,PerturbTC41
[1.0],1,28,Federal-gov,Assoc-voc,15,Divorced,Adm-clerical,Wife,Other,Female,12099,1587,35,Jamaica,PerturbTC41
[1.0],1,28,Federal-gov,Assoc-voc,15,Divorced,Adm-clerical,Wife,White,Male,12099,1587,35,Jamaica,PerturbTC41
[1.0],1,28,Federal-gov,Assoc-voc,15,Divorced,Adm-clerical,Wife,White,Female,12099,1587,35,Jamaica,PerturbTC41
[0.9999116659164429],1,30,Local-gov,Prof-school,13,Married-civ-spouse,Exec-managerial,Other-relative,Black,Male,3103,2507,40,Jamaica,PerturbTC42
[0.9999116659164429],1,30,Local-gov,Prof-school,13,Married-civ-spouse,Exec-managerial,Other-relative,Black,Female,3103,2507,40,Jamaica,PerturbTC42
[0.9999116659164429],1,30,Local-gov,Prof-school,13,Married-civ-spouse,Exec-managerial,Other-relative,Asian-Pac-Islander,Male,3103,2507,40,Jamaica,PerturbTC42
[0.9999116659164429],1,30,Local-gov,Prof-school,13,Married-civ-spouse,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,3103,2507,40,Jamaica,OrigionalTC42
[0.9999116659164429],1,30,Local-gov,Prof-school,13,Married-civ-spouse,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Male,3103,2507,40,Jamaica,PerturbTC42
[0.9999116659164429],1,30,Local-gov,Prof-school,13,Married-civ-spouse,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Female,3103,2507,40,Jamaica,PerturbTC42
[0.9999116659164429],1,30,Local-gov,Prof-school,13,Married-civ-spouse,Exec-managerial,Other-relative,Other,Male,3103,2507,40,Jamaica,PerturbTC42
[0.9999116659164429],1,30,Local-gov,Prof-school,13,Married-civ-spouse,Exec-managerial,Other-relative,Other,Female,3103,2507,40,Jamaica,PerturbTC42
[0.9999116659164429],1,30,Local-gov,Prof-school,13,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,3103,2507,40,Jamaica,PerturbTC42
[0.9999116659164429],1,30,Local-gov,Prof-school,13,Married-civ-spouse,Exec-managerial,Other-relative,White,Female,3103,2507,40,Jamaica,PerturbTC42
[1.0],1,37,Self-emp-not-inc,5th-6th,13,Never-married,Handlers-cleaners,Husband,Black,Male,12099,1564,40,Jamaica,PerturbTC43
[1.0],1,37,Self-emp-not-inc,5th-6th,13,Never-married,Handlers-cleaners,Husband,Black,Female,12099,1564,40,Jamaica,PerturbTC43
[1.0],1,37,Self-emp-not-inc,5th-6th,13,Never-married,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,12099,1564,40,Jamaica,PerturbTC43
[1.0],1,37,Self-emp-not-inc,5th-6th,13,Never-married,Handlers-cleaners,Husband,Asian-Pac-Islander,Female,12099,1564,40,Jamaica,PerturbTC43
[1.0],1,37,Self-emp-not-inc,5th-6th,13,Never-married,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,12099,1564,40,Jamaica,PerturbTC43
[1.0],1,37,Self-emp-not-inc,5th-6th,13,Never-married,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Female,12099,1564,40,Jamaica,OrigionalTC43
[1.0],1,37,Self-emp-not-inc,5th-6th,13,Never-married,Handlers-cleaners,Husband,Other,Male,12099,1564,40,Jamaica,PerturbTC43
[1.0],1,37,Self-emp-not-inc,5th-6th,13,Never-married,Handlers-cleaners,Husband,Other,Female,12099,1564,40,Jamaica,PerturbTC43
[1.0],1,37,Self-emp-not-inc,5th-6th,13,Never-married,Handlers-cleaners,Husband,White,Male,12099,1564,40,Jamaica,PerturbTC43
[1.0],1,37,Self-emp-not-inc,5th-6th,13,Never-married,Handlers-cleaners,Husband,White,Female,12099,1564,40,Jamaica,PerturbTC43
[0.9992002248764038],1,89,Private,10th,15,Separated,Prof-specialty,Unmarried,Black,Male,3103,1816,44,Jamaica,PerturbTC44
[0.9992002248764038],1,89,Private,10th,15,Separated,Prof-specialty,Unmarried,Black,Female,3103,1816,44,Jamaica,PerturbTC44
[0.9992002248764038],1,89,Private,10th,15,Separated,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,3103,1816,44,Jamaica,PerturbTC44
[0.9992002248764038],1,89,Private,10th,15,Separated,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,3103,1816,44,Jamaica,PerturbTC44
[0.9992002248764038],1,89,Private,10th,15,Separated,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,3103,1816,44,Jamaica,PerturbTC44
[0.9992002248764038],1,89,Private,10th,15,Separated,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,3103,1816,44,Jamaica,PerturbTC44
[0.9992002248764038],1,89,Private,10th,15,Separated,Prof-specialty,Unmarried,Other,Male,3103,1816,44,Jamaica,OrigionalTC44
[0.9992002248764038],1,89,Private,10th,15,Separated,Prof-specialty,Unmarried,Other,Female,3103,1816,44,Jamaica,PerturbTC44
[0.9992002248764038],1,89,Private,10th,15,Separated,Prof-specialty,Unmarried,White,Male,3103,1816,44,Jamaica,PerturbTC44
[0.9992002248764038],1,89,Private,10th,15,Separated,Prof-specialty,Unmarried,White,Female,3103,1816,44,Jamaica,PerturbTC44
[0.9789074659347534],1,17,Federal-gov,Preschool,9,Married-AF-spouse,Other-service,Husband,Black,Male,3103,1828,50,Jamaica,PerturbTC45
[0.9789074659347534],1,17,Federal-gov,Preschool,9,Married-AF-spouse,Other-service,Husband,Black,Female,3103,1828,50,Jamaica,OrigionalTC45
[0.9789074659347534],1,17,Federal-gov,Preschool,9,Married-AF-spouse,Other-service,Husband,Asian-Pac-Islander,Male,3103,1828,50,Jamaica,PerturbTC45
[0.9789074659347534],1,17,Federal-gov,Preschool,9,Married-AF-spouse,Other-service,Husband,Asian-Pac-Islander,Female,3103,1828,50,Jamaica,PerturbTC45
[0.9789074659347534],1,17,Federal-gov,Preschool,9,Married-AF-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,3103,1828,50,Jamaica,PerturbTC45
[0.9789074659347534],1,17,Federal-gov,Preschool,9,Married-AF-spouse,Other-service,Husband,Amer-Indian-Eskimo,Female,3103,1828,50,Jamaica,PerturbTC45
[0.9789074659347534],1,17,Federal-gov,Preschool,9,Married-AF-spouse,Other-service,Husband,Other,Male,3103,1828,50,Jamaica,PerturbTC45
[0.9789074659347534],1,17,Federal-gov,Preschool,9,Married-AF-spouse,Other-service,Husband,Other,Female,3103,1828,50,Jamaica,PerturbTC45
[0.9789074659347534],1,17,Federal-gov,Preschool,9,Married-AF-spouse,Other-service,Husband,White,Male,3103,1828,50,Jamaica,PerturbTC45
[0.9789074659347534],1,17,Federal-gov,Preschool,9,Married-AF-spouse,Other-service,Husband,White,Female,3103,1828,50,Jamaica,PerturbTC45
[0.9997268915176392],1,22,State-gov,12th,15,Widowed,Sales,Other-relative,Black,Male,4386,1894,42,Jamaica,PerturbTC46
[0.9997268915176392],1,22,State-gov,12th,15,Widowed,Sales,Other-relative,Black,Female,4386,1894,42,Jamaica,OrigionalTC46
[0.9997268915176392],1,22,State-gov,12th,15,Widowed,Sales,Other-relative,Asian-Pac-Islander,Male,4386,1894,42,Jamaica,PerturbTC46
[0.9997268915176392],1,22,State-gov,12th,15,Widowed,Sales,Other-relative,Asian-Pac-Islander,Female,4386,1894,42,Jamaica,PerturbTC46
[0.9997268915176392],1,22,State-gov,12th,15,Widowed,Sales,Other-relative,Amer-Indian-Eskimo,Male,4386,1894,42,Jamaica,PerturbTC46
[0.9997268915176392],1,22,State-gov,12th,15,Widowed,Sales,Other-relative,Amer-Indian-Eskimo,Female,4386,1894,42,Jamaica,PerturbTC46
[0.9997268915176392],1,22,State-gov,12th,15,Widowed,Sales,Other-relative,Other,Male,4386,1894,42,Jamaica,PerturbTC46
[0.9997268915176392],1,22,State-gov,12th,15,Widowed,Sales,Other-relative,Other,Female,4386,1894,42,Jamaica,PerturbTC46
[0.9997268915176392],1,22,State-gov,12th,15,Widowed,Sales,Other-relative,White,Male,4386,1894,42,Jamaica,PerturbTC46
[0.9997268915176392],1,22,State-gov,12th,15,Widowed,Sales,Other-relative,White,Female,4386,1894,42,Jamaica,PerturbTC46
[0.9691730737686157],1,24,Self-emp-inc,1st-4th,4,Never-married,Transport-moving,Other-relative,Black,Male,4386,2008,31,Jamaica,PerturbTC47
[0.9691730737686157],1,24,Self-emp-inc,1st-4th,4,Never-married,Transport-moving,Other-relative,Black,Female,4386,2008,31,Jamaica,PerturbTC47
[0.9691730737686157],1,24,Self-emp-inc,1st-4th,4,Never-married,Transport-moving,Other-relative,Asian-Pac-Islander,Male,4386,2008,31,Jamaica,PerturbTC47
[0.9691730737686157],1,24,Self-emp-inc,1st-4th,4,Never-married,Transport-moving,Other-relative,Asian-Pac-Islander,Female,4386,2008,31,Jamaica,OrigionalTC47
[0.9691730737686157],1,24,Self-emp-inc,1st-4th,4,Never-married,Transport-moving,Other-relative,Amer-Indian-Eskimo,Male,4386,2008,31,Jamaica,PerturbTC47
[0.9691730737686157],1,24,Self-emp-inc,1st-4th,4,Never-married,Transport-moving,Other-relative,Amer-Indian-Eskimo,Female,4386,2008,31,Jamaica,PerturbTC47
[0.9691730737686157],1,24,Self-emp-inc,1st-4th,4,Never-married,Transport-moving,Other-relative,Other,Male,4386,2008,31,Jamaica,PerturbTC47
[0.9691730737686157],1,24,Self-emp-inc,1st-4th,4,Never-married,Transport-moving,Other-relative,Other,Female,4386,2008,31,Jamaica,PerturbTC47
[0.9691730737686157],1,24,Self-emp-inc,1st-4th,4,Never-married,Transport-moving,Other-relative,White,Male,4386,2008,31,Jamaica,PerturbTC47
[0.9691730737686157],1,24,Self-emp-inc,1st-4th,4,Never-married,Transport-moving,Other-relative,White,Female,4386,2008,31,Jamaica,PerturbTC47
[1.0],1,28,State-gov,Bachelors,11,Married-spouse-absent,Farming-fishing,Not-in-family,Black,Male,12099,2507,32,India,PerturbTC48
[1.0],1,28,State-gov,Bachelors,11,Married-spouse-absent,Farming-fishing,Not-in-family,Black,Female,12099,2507,32,India,PerturbTC48
[1.0],1,28,State-gov,Bachelors,11,Married-spouse-absent,Farming-fishing,Not-in-family,Asian-Pac-Islander,Male,12099,2507,32,India,PerturbTC48
[1.0],1,28,State-gov,Bachelors,11,Married-spouse-absent,Farming-fishing,Not-in-family,Asian-Pac-Islander,Female,12099,2507,32,India,PerturbTC48
[1.0],1,28,State-gov,Bachelors,11,Married-spouse-absent,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Male,12099,2507,32,India,PerturbTC48
[1.0],1,28,State-gov,Bachelors,11,Married-spouse-absent,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Female,12099,2507,32,India,PerturbTC48
[1.0],1,28,State-gov,Bachelors,11,Married-spouse-absent,Farming-fishing,Not-in-family,Other,Male,12099,2507,32,India,PerturbTC48
[1.0],1,28,State-gov,Bachelors,11,Married-spouse-absent,Farming-fishing,Not-in-family,Other,Female,12099,2507,32,India,OrigionalTC48
[1.0],1,28,State-gov,Bachelors,11,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,12099,2507,32,India,PerturbTC48
[1.0],1,28,State-gov,Bachelors,11,Married-spouse-absent,Farming-fishing,Not-in-family,White,Female,12099,2507,32,India,PerturbTC48
[0.9977418184280396],1,30,Local-gov,HS-grad,14,Separated,Machine-op-inspct,Own-child,Black,Male,3103,1564,65,India,PerturbTC49
[0.9977418184280396],1,30,Local-gov,HS-grad,14,Separated,Machine-op-inspct,Own-child,Black,Female,3103,1564,65,India,PerturbTC49
[0.9977418184280396],1,30,Local-gov,HS-grad,14,Separated,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,3103,1564,65,India,PerturbTC49
[0.9977418184280396],1,30,Local-gov,HS-grad,14,Separated,Machine-op-inspct,Own-child,Asian-Pac-Islander,Female,3103,1564,65,India,PerturbTC49
[0.9977418184280396],1,30,Local-gov,HS-grad,14,Separated,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Male,3103,1564,65,India,OrigionalTC49
[0.9977418184280396],1,30,Local-gov,HS-grad,14,Separated,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Female,3103,1564,65,India,PerturbTC49
[0.9977418184280396],1,30,Local-gov,HS-grad,14,Separated,Machine-op-inspct,Own-child,Other,Male,3103,1564,65,India,PerturbTC49
[0.9977418184280396],1,30,Local-gov,HS-grad,14,Separated,Machine-op-inspct,Own-child,Other,Female,3103,1564,65,India,PerturbTC49
[0.9977418184280396],1,30,Local-gov,HS-grad,14,Separated,Machine-op-inspct,Own-child,White,Male,3103,1564,65,India,PerturbTC49
[0.9977418184280396],1,30,Local-gov,HS-grad,14,Separated,Machine-op-inspct,Own-child,White,Female,3103,1564,65,India,PerturbTC49
[0.9973622560501099],1,37,Without-pay,11th,4,Married-AF-spouse,Tech-support,Unmarried,Black,Male,4386,1587,31,India,PerturbTC50
[0.9973622560501099],1,37,Without-pay,11th,4,Married-AF-spouse,Tech-support,Unmarried,Black,Female,4386,1587,31,India,PerturbTC50
[0.9973622560501099],1,37,Without-pay,11th,4,Married-AF-spouse,Tech-support,Unmarried,Asian-Pac-Islander,Male,4386,1587,31,India,OrigionalTC50
[0.9973622560501099],1,37,Without-pay,11th,4,Married-AF-spouse,Tech-support,Unmarried,Asian-Pac-Islander,Female,4386,1587,31,India,PerturbTC50
[0.9973622560501099],1,37,Without-pay,11th,4,Married-AF-spouse,Tech-support,Unmarried,Amer-Indian-Eskimo,Male,4386,1587,31,India,PerturbTC50
[0.9973622560501099],1,37,Without-pay,11th,4,Married-AF-spouse,Tech-support,Unmarried,Amer-Indian-Eskimo,Female,4386,1587,31,India,PerturbTC50
[0.9973622560501099],1,37,Without-pay,11th,4,Married-AF-spouse,Tech-support,Unmarried,Other,Male,4386,1587,31,India,PerturbTC50
[0.9973622560501099],1,37,Without-pay,11th,4,Married-AF-spouse,Tech-support,Unmarried,Other,Female,4386,1587,31,India,PerturbTC50
[0.9973622560501099],1,37,Without-pay,11th,4,Married-AF-spouse,Tech-support,Unmarried,White,Male,4386,1587,31,India,PerturbTC50
[0.9973622560501099],1,37,Without-pay,11th,4,Married-AF-spouse,Tech-support,Unmarried,White,Female,4386,1587,31,India,PerturbTC50
[0.9550653100013733],1,89,Self-emp-not-inc,Masters,1,Divorced,Craft-repair,Other-relative,Black,Male,3820,1894,35,India,PerturbTC51
[0.9550653100013733],1,89,Self-emp-not-inc,Masters,1,Divorced,Craft-repair,Other-relative,Black,Female,3820,1894,35,India,OrigionalTC51
[0.9550653100013733],1,89,Self-emp-not-inc,Masters,1,Divorced,Craft-repair,Other-relative,Asian-Pac-Islander,Male,3820,1894,35,India,PerturbTC51
