Expected_ModelPred,Expected_PredValue,sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,TC
[0.8646564483642578],1,Female,31,Less than 25,African-American,6,2,1,8,F,PerturbTC25
[0.8646564483642578],1,Male,31,Less than 25,Caucasian,6,2,1,8,F,PerturbTC25
[0.8646564483642578],1,Female,31,Less than 25,Caucasian,6,2,1,8,F,PerturbTC25
[0.8646564483642578],1,Male,31,Less than 25,Hispanic,6,2,1,8,F,PerturbTC25
[0.8646564483642578],1,Female,31,Less than 25,Hispanic,6,2,1,8,F,OrigionalTC25
[0.8646564483642578],1,Male,31,Less than 25,Native American,6,2,1,8,F,PerturbTC25
[0.8646564483642578],1,Female,31,Less than 25,Native American,6,2,1,8,F,PerturbTC25
[0.8646564483642578],1,Male,31,Less than 25,Asian,6,2,1,8,F,PerturbTC25
[0.8646564483642578],1,Female,31,Less than 25,Asian,6,2,1,8,F,PerturbTC25
[0.9730015993118286],1,Male,31,Greater than 45,Other,1,5,2,18,M,PerturbTC26
[0.9730015993118286],1,Female,31,Greater than 45,Other,1,5,2,18,M,PerturbTC26
[0.9730015993118286],1,Male,31,Greater than 45,African-American,1,5,2,18,M,PerturbTC26
[0.9730015993118286],1,Female,31,Greater than 45,African-American,1,5,2,18,M,PerturbTC26
[0.9730015993118286],1,Male,31,Greater than 45,Caucasian,1,5,2,18,M,PerturbTC26
[0.9730015993118286],1,Female,31,Greater than 45,Caucasian,1,5,2,18,M,PerturbTC26
[0.9730015993118286],1,Male,31,Greater than 45,Hispanic,1,5,2,18,M,PerturbTC26
[0.9730015993118286],1,Female,31,Greater than 45,Hispanic,1,5,2,18,M,PerturbTC26
[0.9730015993118286],1,Male,31,Greater than 45,Native American,1,5,2,18,M,PerturbTC26
[0.9730015993118286],1,Female,31,Greater than 45,Native American,1,5,2,18,M,OrigionalTC26
[0.9730015993118286],1,Male,31,Greater than 45,Asian,1,5,2,18,M,PerturbTC26
[0.9730015993118286],1,Female,31,Greater than 45,Asian,1,5,2,18,M,PerturbTC26
[0.36707836389541626],0,Male,31,25 - 45,Other,2,1,3,0,M,PerturbTC27
[0.36707836389541626],0,Female,31,25 - 45,Other,2,1,3,0,M,PerturbTC27
[0.36707836389541626],0,Male,31,25 - 45,African-American,2,1,3,0,M,PerturbTC27
[0.36707836389541626],0,Female,31,25 - 45,African-American,2,1,3,0,M,PerturbTC27
[0.36707836389541626],0,Male,31,25 - 45,Caucasian,2,1,3,0,M,PerturbTC27
[0.36707836389541626],0,Female,31,25 - 45,Caucasian,2,1,3,0,M,PerturbTC27
[0.36707836389541626],0,Male,31,25 - 45,Hispanic,2,1,3,0,M,PerturbTC27
[0.36707836389541626],0,Female,31,25 - 45,Hispanic,2,1,3,0,M,PerturbTC27
[0.36707836389541626],0,Male,31,25 - 45,Native American,2,1,3,0,M,PerturbTC27
[0.36707836389541626],0,Female,31,25 - 45,Native American,2,1,3,0,M,PerturbTC27
[0.36707836389541626],0,Male,31,25 - 45,Asian,2,1,3,0,M,OrigionalTC27
[0.36707836389541626],0,Female,31,25 - 45,Asian,2,1,3,0,M,PerturbTC27
[0.5389495491981506],1,Male,31,Less than 25,Other,4,3,4,1,F,OrigionalTC28
[0.5389495491981506],1,Female,31,Less than 25,Other,4,3,4,1,F,PerturbTC28
[0.5389495491981506],1,Male,31,Less than 25,African-American,4,3,4,1,F,PerturbTC28
[0.5389495491981506],1,Female,31,Less than 25,African-American,4,3,4,1,F,PerturbTC28
[0.5389495491981506],1,Male,31,Less than 25,Caucasian,4,3,4,1,F,PerturbTC28
[0.5389495491981506],1,Female,31,Less than 25,Caucasian,4,3,4,1,F,PerturbTC28
[0.5389495491981506],1,Male,31,Less than 25,Hispanic,4,3,4,1,F,PerturbTC28
[0.5389495491981506],1,Female,31,Less than 25,Hispanic,4,3,4,1,F,PerturbTC28
[0.5389495491981506],1,Male,31,Less than 25,Native American,4,3,4,1,F,PerturbTC28
[0.5389495491981506],1,Female,31,Less than 25,Native American,4,3,4,1,F,PerturbTC28
[0.5389495491981506],1,Male,31,Less than 25,Asian,4,3,4,1,F,PerturbTC28
[0.5389495491981506],1,Female,31,Less than 25,Asian,4,3,4,1,F,PerturbTC28
[0.5401425957679749],1,Male,31,Less than 25,Other,6,5,5,2,M,PerturbTC29
[0.5401425957679749],1,Female,31,Less than 25,Other,6,5,5,2,M,PerturbTC29
[0.5401425957679749],1,Male,31,Less than 25,African-American,6,5,5,2,M,PerturbTC29
[0.5401425957679749],1,Female,31,Less than 25,African-American,6,5,5,2,M,OrigionalTC29
[0.5401425957679749],1,Male,31,Less than 25,Caucasian,6,5,5,2,M,PerturbTC29
[0.5401425957679749],1,Female,31,Less than 25,Caucasian,6,5,5,2,M,PerturbTC29
[0.5401425957679749],1,Male,31,Less than 25,Hispanic,6,5,5,2,M,PerturbTC29
[0.5401425957679749],1,Female,31,Less than 25,Hispanic,6,5,5,2,M,PerturbTC29
[0.5401425957679749],1,Male,31,Less than 25,Native American,6,5,5,2,M,PerturbTC29
[0.5401425957679749],1,Female,31,Less than 25,Native American,6,5,5,2,M,PerturbTC29
[0.5401425957679749],1,Male,31,Less than 25,Asian,6,5,5,2,M,PerturbTC29
[0.5401425957679749],1,Female,31,Less than 25,Asian,6,5,5,2,M,PerturbTC29
[0.7136630415916443],1,Male,31,Greater than 45,Other,3,1,6,3,F,PerturbTC30
[0.7136630415916443],1,Female,31,Greater than 45,Other,3,1,6,3,F,PerturbTC30
[0.7136630415916443],1,Male,31,Greater than 45,African-American,3,1,6,3,F,PerturbTC30
[0.7136630415916443],1,Female,31,Greater than 45,African-American,3,1,6,3,F,PerturbTC30
[0.7136630415916443],1,Male,31,Greater than 45,Caucasian,3,1,6,3,F,OrigionalTC30
[0.7136630415916443],1,Female,31,Greater than 45,Caucasian,3,1,6,3,F,PerturbTC30
[0.7136630415916443],1,Male,31,Greater than 45,Hispanic,3,1,6,3,F,PerturbTC30
[0.7136630415916443],1,Female,31,Greater than 45,Hispanic,3,1,6,3,F,PerturbTC30
[0.7136630415916443],1,Male,31,Greater than 45,Native American,3,1,6,3,F,PerturbTC30
[0.7136630415916443],1,Female,31,Greater than 45,Native American,3,1,6,3,F,PerturbTC30
[0.7136630415916443],1,Male,31,Greater than 45,Asian,3,1,6,3,F,PerturbTC30
[0.7136630415916443],1,Female,31,Greater than 45,Asian,3,1,6,3,F,PerturbTC30
[0.8367010951042175],1,Male,31,Greater than 45,Other,4,2,7,6,M,PerturbTC31
[0.8367010951042175],1,Female,31,Greater than 45,Other,4,2,7,6,M,PerturbTC31
[0.8367010951042175],1,Male,31,Greater than 45,African-American,4,2,7,6,M,PerturbTC31
[0.8367010951042175],1,Female,31,Greater than 45,African-American,4,2,7,6,M,PerturbTC31
[0.8367010951042175],1,Male,31,Greater than 45,Caucasian,4,2,7,6,M,PerturbTC31
[0.8367010951042175],1,Female,31,Greater than 45,Caucasian,4,2,7,6,M,PerturbTC31
[0.8367010951042175],1,Male,31,Greater than 45,Hispanic,4,2,7,6,M,OrigionalTC31
[0.8367010951042175],1,Female,31,Greater than 45,Hispanic,4,2,7,6,M,PerturbTC31
[0.8367010951042175],1,Male,31,Greater than 45,Native American,4,2,7,6,M,PerturbTC31
[0.8367010951042175],1,Female,31,Greater than 45,Native American,4,2,7,6,M,PerturbTC31
[0.8367010951042175],1,Male,31,Greater than 45,Asian,4,2,7,6,M,PerturbTC31
[0.8367010951042175],1,Female,31,Greater than 45,Asian,4,2,7,6,M,PerturbTC31
[0.8811402320861816],1,Male,35,Less than 25,Other,0,0,0,8,F,PerturbTC32
[0.8811402320861816],1,Female,35,Less than 25,Other,0,0,0,8,F,PerturbTC32
[0.8811402320861816],1,Male,35,Less than 25,African-American,0,0,0,8,F,PerturbTC32
[0.8811402320861816],1,Female,35,Less than 25,African-American,0,0,0,8,F,PerturbTC32
[0.8811402320861816],1,Male,35,Less than 25,Caucasian,0,0,0,8,F,PerturbTC32
[0.8811402320861816],1,Female,35,Less than 25,Caucasian,0,0,0,8,F,PerturbTC32
[0.8811402320861816],1,Male,35,Less than 25,Hispanic,0,0,0,8,F,PerturbTC32
[0.8811402320861816],1,Female,35,Less than 25,Hispanic,0,0,0,8,F,PerturbTC32
[0.8811402320861816],1,Male,35,Less than 25,Native American,0,0,0,8,F,OrigionalTC32
[0.8811402320861816],1,Female,35,Less than 25,Native American,0,0,0,8,F,PerturbTC32
[0.8811402320861816],1,Male,35,Less than 25,Asian,0,0,0,8,F,PerturbTC32
[0.8811402320861816],1,Female,35,Less than 25,Asian,0,0,0,8,F,PerturbTC32
[0.9719840288162231],1,Male,35,25 - 45,Other,1,3,1,18,M,PerturbTC33
[0.9719840288162231],1,Female,35,25 - 45,Other,1,3,1,18,M,PerturbTC33
[0.9719840288162231],1,Male,35,25 - 45,African-American,1,3,1,18,M,PerturbTC33
[0.9719840288162231],1,Female,35,25 - 45,African-American,1,3,1,18,M,PerturbTC33
[0.9719840288162231],1,Male,35,25 - 45,Caucasian,1,3,1,18,M,PerturbTC33
[0.9719840288162231],1,Female,35,25 - 45,Caucasian,1,3,1,18,M,PerturbTC33
[0.9719840288162231],1,Male,35,25 - 45,Hispanic,1,3,1,18,M,PerturbTC33
[0.9719840288162231],1,Female,35,25 - 45,Hispanic,1,3,1,18,M,PerturbTC33
[0.9719840288162231],1,Male,35,25 - 45,Native American,1,3,1,18,M,PerturbTC33
[0.9719840288162231],1,Female,35,25 - 45,Native American,1,3,1,18,M,PerturbTC33
[0.9719840288162231],1,Male,35,25 - 45,Asian,1,3,1,18,M,PerturbTC33
[0.9719840288162231],1,Female,35,25 - 45,Asian,1,3,1,18,M,OrigionalTC33
[0.33033838868141174],0,Male,35,Greater than 45,Other,3,2,2,0,M,PerturbTC34
[0.33033838868141174],0,Female,35,Greater than 45,Other,3,2,2,0,M,OrigionalTC34
[0.33033838868141174],0,Male,35,Greater than 45,African-American,3,2,2,0,M,PerturbTC34
[0.33033838868141174],0,Female,35,Greater than 45,African-American,3,2,2,0,M,PerturbTC34
[0.33033838868141174],0,Male,35,Greater than 45,Caucasian,3,2,2,0,M,PerturbTC34
[0.33033838868141174],0,Female,35,Greater than 45,Caucasian,3,2,2,0,M,PerturbTC34
[0.33033838868141174],0,Male,35,Greater than 45,Hispanic,3,2,2,0,M,PerturbTC34
[0.33033838868141174],0,Female,35,Greater than 45,Hispanic,3,2,2,0,M,PerturbTC34
[0.33033838868141174],0,Male,35,Greater than 45,Native American,3,2,2,0,M,PerturbTC34
[0.33033838868141174],0,Female,35,Greater than 45,Native American,3,2,2,0,M,PerturbTC34
[0.33033838868141174],0,Male,35,Greater than 45,Asian,3,2,2,0,M,PerturbTC34
[0.33033838868141174],0,Female,35,Greater than 45,Asian,3,2,2,0,M,PerturbTC34
[0.4490947425365448],0,Male,35,25 - 45,Other,2,1,3,1,M,PerturbTC35
[0.4490947425365448],0,Female,35,25 - 45,Other,2,1,3,1,M,PerturbTC35
[0.4490947425365448],0,Male,35,25 - 45,African-American,2,1,3,1,M,OrigionalTC35
[0.4490947425365448],0,Female,35,25 - 45,African-American,2,1,3,1,M,PerturbTC35
[0.4490947425365448],0,Male,35,25 - 45,Caucasian,2,1,3,1,M,PerturbTC35
[0.4490947425365448],0,Female,35,25 - 45,Caucasian,2,1,3,1,M,PerturbTC35
[0.4490947425365448],0,Male,35,25 - 45,Hispanic,2,1,3,1,M,PerturbTC35
[0.4490947425365448],0,Female,35,25 - 45,Hispanic,2,1,3,1,M,PerturbTC35
[0.4490947425365448],0,Male,35,25 - 45,Native American,2,1,3,1,M,PerturbTC35
[0.4490947425365448],0,Female,35,25 - 45,Native American,2,1,3,1,M,PerturbTC35
[0.4490947425365448],0,Male,35,25 - 45,Asian,2,1,3,1,M,PerturbTC35
[0.4490947425365448],0,Female,35,25 - 45,Asian,2,1,3,1,M,PerturbTC35
[0.5827909111976624],1,Male,35,25 - 45,Other,4,2,4,2,F,PerturbTC36
[0.5827909111976624],1,Female,35,25 - 45,Other,4,2,4,2,F,PerturbTC36
[0.5827909111976624],1,Male,35,25 - 45,African-American,4,2,4,2,F,PerturbTC36
[0.5827909111976624],1,Female,35,25 - 45,African-American,4,2,4,2,F,PerturbTC36
[0.5827909111976624],1,Male,35,25 - 45,Caucasian,4,2,4,2,F,OrigionalTC36
[0.5827909111976624],1,Female,35,25 - 45,Caucasian,4,2,4,2,F,PerturbTC36
[0.5827909111976624],1,Male,35,25 - 45,Hispanic,4,2,4,2,F,PerturbTC36
[0.5827909111976624],1,Female,35,25 - 45,Hispanic,4,2,4,2,F,PerturbTC36
[0.5827909111976624],1,Male,35,25 - 45,Native American,4,2,4,2,F,PerturbTC36
[0.5827909111976624],1,Female,35,25 - 45,Native American,4,2,4,2,F,PerturbTC36
[0.5827909111976624],1,Male,35,25 - 45,Asian,4,2,4,2,F,PerturbTC36
[0.5827909111976624],1,Female,35,25 - 45,Asian,4,2,4,2,F,PerturbTC36
[0.7042088508605957],1,Male,35,25 - 45,Other,6,3,5,3,F,PerturbTC37
[0.7042088508605957],1,Female,35,25 - 45,Other,6,3,5,3,F,PerturbTC37
[0.7042088508605957],1,Male,35,25 - 45,African-American,6,3,5,3,F,PerturbTC37
[0.7042088508605957],1,Female,35,25 - 45,African-American,6,3,5,3,F,PerturbTC37
[0.7042088508605957],1,Male,35,25 - 45,Caucasian,6,3,5,3,F,PerturbTC37
[0.7042088508605957],1,Female,35,25 - 45,Caucasian,6,3,5,3,F,PerturbTC37
[0.7042088508605957],1,Male,35,25 - 45,Hispanic,6,3,5,3,F,OrigionalTC37
[0.7042088508605957],1,Female,35,25 - 45,Hispanic,6,3,5,3,F,PerturbTC37
[0.7042088508605957],1,Male,35,25 - 45,Native American,6,3,5,3,F,PerturbTC37
[0.7042088508605957],1,Female,35,25 - 45,Native American,6,3,5,3,F,PerturbTC37
[0.7042088508605957],1,Male,35,25 - 45,Asian,6,3,5,3,F,PerturbTC37
[0.7042088508605957],1,Female,35,25 - 45,Asian,6,3,5,3,F,PerturbTC37
[0.8909571766853333],1,Male,35,Less than 25,Other,1,5,6,6,M,PerturbTC38
[0.8909571766853333],1,Female,35,Less than 25,Other,1,5,6,6,M,PerturbTC38
[0.8909571766853333],1,Male,35,Less than 25,African-American,1,5,6,6,M,PerturbTC38
[0.8909571766853333],1,Female,35,Less than 25,African-American,1,5,6,6,M,PerturbTC38
[0.8909571766853333],1,Male,35,Less than 25,Caucasian,1,5,6,6,M,PerturbTC38
[0.8909571766853333],1,Female,35,Less than 25,Caucasian,1,5,6,6,M,PerturbTC38
[0.8909571766853333],1,Male,35,Less than 25,Hispanic,1,5,6,6,M,PerturbTC38
[0.8909571766853333],1,Female,35,Less than 25,Hispanic,1,5,6,6,M,PerturbTC38
[0.8909571766853333],1,Male,35,Less than 25,Native American,1,5,6,6,M,OrigionalTC38
[0.8909571766853333],1,Female,35,Less than 25,Native American,1,5,6,6,M,PerturbTC38
[0.8909571766853333],1,Male,35,Less than 25,Asian,1,5,6,6,M,PerturbTC38
[0.8909571766853333],1,Female,35,Less than 25,Asian,1,5,6,6,M,PerturbTC38
[0.8433587551116943],1,Male,35,Greater than 45,Other,2,3,7,8,F,PerturbTC39
[0.8433587551116943],1,Female,35,Greater than 45,Other,2,3,7,8,F,PerturbTC39
[0.8433587551116943],1,Male,35,Greater than 45,African-American,2,3,7,8,F,PerturbTC39
[0.8433587551116943],1,Female,35,Greater than 45,African-American,2,3,7,8,F,PerturbTC39
[0.8433587551116943],1,Male,35,Greater than 45,Caucasian,2,3,7,8,F,PerturbTC39
[0.8433587551116943],1,Female,35,Greater than 45,Caucasian,2,3,7,8,F,PerturbTC39
[0.8433587551116943],1,Male,35,Greater than 45,Hispanic,2,3,7,8,F,PerturbTC39
[0.8433587551116943],1,Female,35,Greater than 45,Hispanic,2,3,7,8,F,PerturbTC39
[0.8433587551116943],1,Male,35,Greater than 45,Native American,2,3,7,8,F,PerturbTC39
[0.8433587551116943],1,Female,35,Greater than 45,Native American,2,3,7,8,F,PerturbTC39
[0.8433587551116943],1,Male,35,Greater than 45,Asian,2,3,7,8,F,OrigionalTC39
[0.8433587551116943],1,Female,35,Greater than 45,Asian,2,3,7,8,F,PerturbTC39
[0.9309754371643066],1,Male,52,Less than 25,Other,0,0,0,18,F,OrigionalTC40
[0.9309754371643066],1,Female,52,Less than 25,Other,0,0,0,18,F,PerturbTC40
[0.9309754371643066],1,Male,52,Less than 25,African-American,0,0,0,18,F,PerturbTC40
[0.9309754371643066],1,Female,52,Less than 25,African-American,0,0,0,18,F,PerturbTC40
[0.9309754371643066],1,Male,52,Less than 25,Caucasian,0,0,0,18,F,PerturbTC40
[0.9309754371643066],1,Female,52,Less than 25,Caucasian,0,0,0,18,F,PerturbTC40
[0.9309754371643066],1,Male,52,Less than 25,Hispanic,0,0,0,18,F,PerturbTC40
[0.9309754371643066],1,Female,52,Less than 25,Hispanic,0,0,0,18,F,PerturbTC40
[0.9309754371643066],1,Male,52,Less than 25,Native American,0,0,0,18,F,PerturbTC40
[0.9309754371643066],1,Female,52,Less than 25,Native American,0,0,0,18,F,PerturbTC40
[0.9309754371643066],1,Male,52,Less than 25,Asian,0,0,0,18,F,PerturbTC40
[0.9309754371643066],1,Female,52,Less than 25,Asian,0,0,0,18,F,PerturbTC40
[0.20343655347824097],0,Male,52,Greater than 45,Other,3,1,1,0,M,PerturbTC41
[0.20343655347824097],0,Female,52,Greater than 45,Other,3,1,1,0,M,PerturbTC41
[0.20343655347824097],0,Male,52,Greater than 45,African-American,3,1,1,0,M,PerturbTC41
[0.20343655347824097],0,Female,52,Greater than 45,African-American,3,1,1,0,M,OrigionalTC41
[0.20343655347824097],0,Male,52,Greater than 45,Caucasian,3,1,1,0,M,PerturbTC41
[0.20343655347824097],0,Female,52,Greater than 45,Caucasian,3,1,1,0,M,PerturbTC41
[0.20343655347824097],0,Male,52,Greater than 45,Hispanic,3,1,1,0,M,PerturbTC41
[0.20343655347824097],0,Female,52,Greater than 45,Hispanic,3,1,1,0,M,PerturbTC41
[0.20343655347824097],0,Male,52,Greater than 45,Native American,3,1,1,0,M,PerturbTC41
[0.20343655347824097],0,Female,52,Greater than 45,Native American,3,1,1,0,M,PerturbTC41
[0.20343655347824097],0,Male,52,Greater than 45,Asian,3,1,1,0,M,PerturbTC41
[0.20343655347824097],0,Female,52,Greater than 45,Asian,3,1,1,0,M,PerturbTC41
[0.26232510805130005],0,Male,52,25 - 45,Other,4,3,2,1,F,PerturbTC42
[0.26232510805130005],0,Female,52,25 - 45,Other,4,3,2,1,F,PerturbTC42
[0.26232510805130005],0,Male,52,25 - 45,African-American,4,3,2,1,F,PerturbTC42
[0.26232510805130005],0,Female,52,25 - 45,African-American,4,3,2,1,F,PerturbTC42
[0.26232510805130005],0,Male,52,25 - 45,Caucasian,4,3,2,1,F,PerturbTC42
[0.26232510805130005],0,Female,52,25 - 45,Caucasian,4,3,2,1,F,OrigionalTC42
[0.26232510805130005],0,Male,52,25 - 45,Hispanic,4,3,2,1,F,PerturbTC42
[0.26232510805130005],0,Female,52,25 - 45,Hispanic,4,3,2,1,F,PerturbTC42
[0.26232510805130005],0,Male,52,25 - 45,Native American,4,3,2,1,F,PerturbTC42
[0.26232510805130005],0,Female,52,25 - 45,Native American,4,3,2,1,F,PerturbTC42
[0.26232510805130005],0,Male,52,25 - 45,Asian,4,3,2,1,F,PerturbTC42
[0.26232510805130005],0,Female,52,25 - 45,Asian,4,3,2,1,F,PerturbTC42
[0.32814446091651917],0,Male,52,Less than 25,Other,6,5,3,2,F,PerturbTC43
[0.32814446091651917],0,Female,52,Less than 25,Other,6,5,3,2,F,PerturbTC43
[0.32814446091651917],0,Male,52,Less than 25,African-American,6,5,3,2,F,PerturbTC43
[0.32814446091651917],0,Female,52,Less than 25,African-American,6,5,3,2,F,PerturbTC43
[0.32814446091651917],0,Male,52,Less than 25,Caucasian,6,5,3,2,F,PerturbTC43
[0.32814446091651917],0,Female,52,Less than 25,Caucasian,6,5,3,2,F,PerturbTC43
[0.32814446091651917],0,Male,52,Less than 25,Hispanic,6,5,3,2,F,PerturbTC43
[0.32814446091651917],0,Female,52,Less than 25,Hispanic,6,5,3,2,F,OrigionalTC43
[0.32814446091651917],0,Male,52,Less than 25,Native American,6,5,3,2,F,PerturbTC43
[0.32814446091651917],0,Female,52,Less than 25,Native American,6,5,3,2,F,PerturbTC43
[0.32814446091651917],0,Male,52,Less than 25,Asian,6,5,3,2,F,PerturbTC43
[0.32814446091651917],0,Female,52,Less than 25,Asian,6,5,3,2,F,PerturbTC43
[0.39378103613853455],0,Male,52,Less than 25,Other,1,1,4,3,F,PerturbTC44
[0.39378103613853455],0,Female,52,Less than 25,Other,1,1,4,3,F,PerturbTC44
[0.39378103613853455],0,Male,52,Less than 25,African-American,1,1,4,3,F,PerturbTC44
[0.39378103613853455],0,Female,52,Less than 25,African-American,1,1,4,3,F,PerturbTC44
[0.39378103613853455],0,Male,52,Less than 25,Caucasian,1,1,4,3,F,PerturbTC44
[0.39378103613853455],0,Female,52,Less than 25,Caucasian,1,1,4,3,F,PerturbTC44
[0.39378103613853455],0,Male,52,Less than 25,Hispanic,1,1,4,3,F,PerturbTC44
[0.39378103613853455],0,Female,52,Less than 25,Hispanic,1,1,4,3,F,PerturbTC44
[0.39378103613853455],0,Male,52,Less than 25,Native American,1,1,4,3,F,PerturbTC44
[0.39378103613853455],0,Female,52,Less than 25,Native American,1,1,4,3,F,OrigionalTC44
[0.39378103613853455],0,Male,52,Less than 25,Asian,1,1,4,3,F,PerturbTC44
[0.39378103613853455],0,Female,52,Less than 25,Asian,1,1,4,3,F,PerturbTC44
[0.7136630415916443],1,Male,52,Greater than 45,Other,2,2,5,6,M,PerturbTC45
[0.7136630415916443],1,Female,52,Greater than 45,Other,2,2,5,6,M,PerturbTC45
[0.7136630415916443],1,Male,52,Greater than 45,African-American,2,2,5,6,M,PerturbTC45
[0.7136630415916443],1,Female,52,Greater than 45,African-American,2,2,5,6,M,PerturbTC45
[0.7136630415916443],1,Male,52,Greater than 45,Caucasian,2,2,5,6,M,PerturbTC45
[0.7136630415916443],1,Female,52,Greater than 45,Caucasian,2,2,5,6,M,PerturbTC45
[0.7136630415916443],1,Male,52,Greater than 45,Hispanic,2,2,5,6,M,PerturbTC45
[0.7136630415916443],1,Female,52,Greater than 45,Hispanic,2,2,5,6,M,PerturbTC45
[0.7136630415916443],1,Male,52,Greater than 45,Native American,2,2,5,6,M,PerturbTC45
[0.7136630415916443],1,Female,52,Greater than 45,Native American,2,2,5,6,M,PerturbTC45
[0.7136630415916443],1,Male,52,Greater than 45,Asian,2,2,5,6,M,OrigionalTC45
[0.7136630415916443],1,Female,52,Greater than 45,Asian,2,2,5,6,M,PerturbTC45
[0.7136630415916443],1,Male,52,Greater than 45,Other,4,1,6,8,M,PerturbTC46
[0.7136630415916443],1,Female,52,Greater than 45,Other,4,1,6,8,M,OrigionalTC46
[0.7136630415916443],1,Male,52,Greater than 45,African-American,4,1,6,8,M,PerturbTC46
[0.7136630415916443],1,Female,52,Greater than 45,African-American,4,1,6,8,M,PerturbTC46
[0.7136630415916443],1,Male,52,Greater than 45,Caucasian,4,1,6,8,M,PerturbTC46
[0.7136630415916443],1,Female,52,Greater than 45,Caucasian,4,1,6,8,M,PerturbTC46
[0.7136630415916443],1,Male,52,Greater than 45,Hispanic,4,1,6,8,M,PerturbTC46
[0.7136630415916443],1,Female,52,Greater than 45,Hispanic,4,1,6,8,M,PerturbTC46
[0.7136630415916443],1,Male,52,Greater than 45,Native American,4,1,6,8,M,PerturbTC46
[0.7136630415916443],1,Female,52,Greater than 45,Native American,4,1,6,8,M,PerturbTC46
[0.7136630415916443],1,Male,52,Greater than 45,Asian,4,1,6,8,M,PerturbTC46
[0.7136630415916443],1,Female,52,Greater than 45,Asian,4,1,6,8,M,PerturbTC46
[0.9244053363800049],1,Male,52,Greater than 45,Other,6,3,7,18,M,PerturbTC47
[0.9244053363800049],1,Female,52,Greater than 45,Other,6,3,7,18,M,PerturbTC47
[0.9244053363800049],1,Male,52,Greater than 45,African-American,6,3,7,18,M,PerturbTC47
[0.9244053363800049],1,Female,52,Greater than 45,African-American,6,3,7,18,M,OrigionalTC47
[0.9244053363800049],1,Male,52,Greater than 45,Caucasian,6,3,7,18,M,PerturbTC47
[0.9244053363800049],1,Female,52,Greater than 45,Caucasian,6,3,7,18,M,PerturbTC47
[0.9244053363800049],1,Male,52,Greater than 45,Hispanic,6,3,7,18,M,PerturbTC47
[0.9244053363800049],1,Female,52,Greater than 45,Hispanic,6,3,7,18,M,PerturbTC47
[0.9244053363800049],1,Male,52,Greater than 45,Native American,6,3,7,18,M,PerturbTC47
[0.9244053363800049],1,Female,52,Greater than 45,Native American,6,3,7,18,M,PerturbTC47
[0.9244053363800049],1,Male,52,Greater than 45,Asian,6,3,7,18,M,PerturbTC47
[0.9244053363800049],1,Female,52,Greater than 45,Asian,6,3,7,18,M,PerturbTC47
[0.21065130829811096],0,Male,54,Less than 25,Other,0,0,0,0,F,PerturbTC48
[0.21065130829811096],0,Female,54,Less than 25,Other,0,0,0,0,F,PerturbTC48
[0.21065130829811096],0,Male,54,Less than 25,African-American,0,0,0,0,F,PerturbTC48
[0.21065130829811096],0,Female,54,Less than 25,African-American,0,0,0,0,F,PerturbTC48
[0.21065130829811096],0,Male,54,Less than 25,Caucasian,0,0,0,0,F,PerturbTC48
[0.21065130829811096],0,Female,54,Less than 25,Caucasian,0,0,0,0,F,PerturbTC48
[0.21065130829811096],0,Male,54,Less than 25,Hispanic,0,0,0,0,F,PerturbTC48
[0.21065130829811096],0,Female,54,Less than 25,Hispanic,0,0,0,0,F,PerturbTC48
[0.21065130829811096],0,Male,54,Less than 25,Native American,0,0,0,0,F,OrigionalTC48
[0.21065130829811096],0,Female,54,Less than 25,Native American,0,0,0,0,F,PerturbTC48
[0.21065130829811096],0,Male,54,Less than 25,Asian,0,0,0,0,F,PerturbTC48
[0.21065130829811096],0,Female,54,Less than 25,Asian,0,0,0,0,F,PerturbTC48
[0.2461661696434021],0,Male,54,Greater than 45,Other,3,2,1,1,M,PerturbTC49
[0.2461661696434021],0,Female,54,Greater than 45,Other,3,2,1,1,M,PerturbTC49
[0.2461661696434021],0,Male,54,Greater than 45,African-American,3,2,1,1,M,PerturbTC49
[0.2461661696434021],0,Female,54,Greater than 45,African-American,3,2,1,1,M,PerturbTC49
[0.2461661696434021],0,Male,54,Greater than 45,Caucasian,3,2,1,1,M,PerturbTC49
[0.2461661696434021],0,Female,54,Greater than 45,Caucasian,3,2,1,1,M,PerturbTC49
[0.2461661696434021],0,Male,54,Greater than 45,Hispanic,3,2,1,1,M,PerturbTC49
[0.2461661696434021],0,Female,54,Greater than 45,Hispanic,3,2,1,1,M,PerturbTC49
[0.2461661696434021],0,Male,54,Greater than 45,Native American,3,2,1,1,M,PerturbTC49
[0.2461661696434021],0,Female,54,Greater than 45,Native American,3,2,1,1,M,PerturbTC49
[0.2461661696434021],0,Male,54,Greater than 45,Asian,3,2,1,1,M,PerturbTC49
[0.2461661696434021],0,Female,54,Greater than 45,Asian,3,2,1,1,M,OrigionalTC49
[0.2964653968811035],0,Male,54,25 - 45,Other,1,3,2,2,F,PerturbTC50
[0.2964653968811035],0,Female,54,25 - 45,Other,1,3,2,2,F,OrigionalTC50
[0.2964653968811035],0,Male,54,25 - 45,African-American,1,3,2,2,F,PerturbTC50
[0.2964653968811035],0,Female,54,25 - 45,African-American,1,3,2,2,F,PerturbTC50
[0.2964653968811035],0,Male,54,25 - 45,Caucasian,1,3,2,2,F,PerturbTC50
