Perturb_ModelPred,Perturb_PredValue,Expected_ModelPred,Expected_PredValue,checkingstatus,duration,history,purpose,amount,savings,employ,installment,others,residence,property,age,otherplans,housing,cards,job,liable,tele,foreign,sex,TC
[0.7908755540847778],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,58,A141,A152,1,A172,2,A192,A202,male,PerturbTC18
[0.8135380744934082],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,58,A141,A152,1,A172,2,A192,A202,female,PerturbTC18
[0.8895915746688843],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,23,A141,A152,1,A172,2,A192,A202,male,PerturbTC18
[0.9284974932670593],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,23,A141,A152,1,A172,2,A192,A202,female,PerturbTC18
[0.8845574855804443],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,29,A141,A152,1,A172,2,A192,A202,male,PerturbTC18
[0.9150458574295044],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,29,A141,A152,1,A172,2,A192,A202,female,PerturbTC18
[0.8292752504348755],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,52,A141,A152,1,A172,2,A192,A202,male,PerturbTC18
[0.8402564525604248],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,52,A141,A152,1,A172,2,A192,A202,female,PerturbTC18
[0.8348140716552734],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,50,A141,A152,1,A172,2,A192,A202,male,PerturbTC18
[0.8484455347061157],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,50,A141,A152,1,A172,2,A192,A202,female,PerturbTC18
[0.8454576134681702],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,46,A141,A152,1,A172,2,A192,A202,male,PerturbTC18
[0.8637872934341431],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,46,A141,A152,1,A172,2,A192,A202,female,PerturbTC18
[0.8320629000663757],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,51,A141,A152,1,A172,2,A192,A202,male,PerturbTC18
[0.8443950414657593],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,51,A141,A152,1,A172,2,A192,A202,female,PerturbTC18
[0.8579661846160889],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,41,A141,A152,1,A172,2,A192,A202,male,PerturbTC18
[0.8811033368110657],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,41,A141,A152,1,A172,2,A192,A202,female,PerturbTC18
[0.8603641986846924],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,40,A141,A152,1,A172,2,A192,A202,male,PerturbTC18
[0.8843291997909546],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,40,A141,A152,1,A172,2,A192,A202,female,PerturbTC18
[0.7034459114074707],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,66,A141,A152,1,A172,2,A192,A202,male,PerturbTC18
[0.7727439403533936],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,66,A141,A152,1,A172,2,A192,A202,female,PerturbTC18
[0.8428502678871155],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,47,A141,A152,1,A172,2,A192,A202,male,PerturbTC18
[0.8600791096687317],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,47,A141,A152,1,A172,2,A192,A202,female,PerturbTC18
[0.8095089197158813],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,56,A141,A152,1,A172,2,A192,A202,male,PerturbTC18
[0.822808027267456],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,56,A141,A152,1,A172,2,A192,A202,female,PerturbTC18
[0.8235903978347778],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,54,A141,A152,1,A172,2,A192,A202,male,PerturbTC18
[0.8317126035690308],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,54,A141,A152,1,A172,2,A192,A202,female,PerturbTC18
[0.8874142169952393],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,20,A141,A152,1,A172,2,A192,A202,male,PerturbTC18
[0.9344608187675476],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,20,A141,A152,1,A172,2,A192,A202,female,PerturbTC18
[0.8881440162658691],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,21,A141,A152,1,A172,2,A192,A202,male,PerturbTC18
[0.9325262904167175],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,21,A141,A152,1,A172,2,A192,A202,female,PerturbTC18
[0.8650581240653992],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,38,A141,A152,1,A172,2,A192,A202,male,PerturbTC18
[0.89055335521698],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,38,A141,A152,1,A172,2,A192,A202,female,PerturbTC18
[0.6242043375968933],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,70,A141,A152,1,A172,2,A192,A202,male,PerturbTC18
[0.7501141428947449],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,70,A141,A152,1,A172,2,A192,A202,female,PerturbTC18
[0.7154631018638611],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,65,A141,A152,1,A172,2,A192,A202,male,PerturbTC18
[0.7781696915626526],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,65,A141,A152,1,A172,2,A192,A202,female,PerturbTC18
[0.5131291151046753],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,74,A141,A152,1,A172,2,A192,A202,male,PerturbTC18
[0.6990403532981873],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,74,A141,A152,1,A172,2,A192,A202,female,PerturbTC18
[0.6758757829666138],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,68,A141,A152,1,A172,2,A192,A202,male,PerturbTC18
[0.7616134881973267],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,68,A141,A152,1,A172,2,A192,A202,female,PerturbTC18
[0.85306715965271],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,43,A141,A152,1,A172,2,A192,A202,male,PerturbTC18
[0.8744175434112549],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,43,A141,A152,1,A172,2,A192,A202,female,PerturbTC18
[0.8183383941650391],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,55,A141,A152,1,A172,2,A192,A202,male,PerturbTC18
[0.827305793762207],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,55,A141,A152,1,A172,2,A192,A202,female,PerturbTC18
[0.7271822690963745],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,64,A141,A152,1,A172,2,A192,A202,male,PerturbTC18
[0.7835022211074829],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,64,A141,A152,1,A172,2,A192,A202,female,PerturbTC18
[0.4847055971622467],0,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,75,A141,A152,1,A172,2,A192,A202,male,PerturbTC18
[0.6805174350738525],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,75,A141,A152,1,A172,2,A192,A202,female,PerturbTC18
[0.8866801857948303],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,19,A141,A152,1,A172,2,A192,A202,male,PerturbTC18
[0.9363436698913574],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,19,A141,A152,1,A172,2,A192,A202,female,PerturbTC18
[0.7496949434280396],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,62,A141,A152,1,A172,2,A192,A202,male,PerturbTC18
[0.793887197971344],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,62,A141,A152,1,A172,2,A192,A202,female,PerturbTC18
[0.7810685634613037],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,59,A141,A152,1,A172,2,A192,A202,male,PerturbTC18
[0.8087647557258606],1,[0.8964817523956299],1,A12,9,A31,A42,2286,A61,A71,3,A102,4,A121,59,A141,A152,1,A172,2,A192,A202,female,PerturbTC18
[3.592810077224229e-11],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,67,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[2.8988236810967294e-10],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,67,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[1.7175157129845076e-10],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,22,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[7.831995496587751e-09],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,22,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[6.717709027936891e-11],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,49,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[1.0836312958062422e-09],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,49,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[7.720026007351777e-11],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,45,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[1.4525806113496742e-09],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,45,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[5.845537248694299e-11],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,53,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[8.083965719052344e-10],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,53,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[1.092977860994715e-10],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,35,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[3.0219342583848174e-09],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,35,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[4.426199684548493e-11],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,61,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[4.498923733553539e-10],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,61,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[1.3941377219328643e-10],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,28,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[5.046445039624814e-09],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,28,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[1.5474022063699522e-10],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,25,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[6.2867901995389275e-09],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,25,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[1.6021471649363406e-10],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,24,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[6.764620419374978e-09],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,24,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[4.582774784656074e-11],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,60,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[4.840857714683011e-10],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,60,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[1.2131319560015896e-10],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,32,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[3.764676570483516e-09],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,32,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[7.993164463648839e-11],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,44,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[1.562981744029912e-09],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,44,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[1.2560534556893543e-10],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,31,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[4.0508121301741085e-09],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,31,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[6.955385573048645e-11],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,48,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[1.1659931908880594e-09],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,48,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[1.494527834822179e-10],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,26,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[5.842712091919111e-09],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,26,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[1.0556311380582883e-10],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,36,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[2.8084694569940893e-09],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,36,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[9.510747051022506e-11],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,39,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[2.2543757971504874e-09],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,39,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[8.568742937420382e-11],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,42,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[1.8096011356050212e-09],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,42,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[1.1316458881083236e-10],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,34,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[3.2516116466041467e-09],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,34,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[4.128883346332657e-11],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,63,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[3.885793353752831e-10],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,63,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[1.4434603512469835e-10],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,27,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[5.430002225637054e-09],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,27,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[1.3004908261393666e-10],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,30,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[4.358696070738688e-09],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,30,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[5.0866016260142644e-11],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,57,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[6.030672627943545e-10],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,57,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[1.1716819181550875e-10],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,33,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[3.49875195482241e-09],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,33,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[1.0195586042094362e-10],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,37,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[2.61008370472382e-09],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,37,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[4.91279378289633e-11],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,58,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[5.60469615162873e-10],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,58,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[1.6588287687913095e-10],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,23,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[7.278768698881777e-09],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,23,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[1.3465004111701262e-10],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,29,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[4.6899808481271066e-09],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,29,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[6.05234404260635e-11],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,52,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[8.698390896455521e-10],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,52,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[6.488166254259298e-11],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,50,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[1.0070871914180657e-09],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,50,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[7.456234935032668e-11],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,46,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[1.3499725781684901e-09],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,46,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[6.266467206250681e-11],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,51,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[9.359498731598137e-10],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,51,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[8.871892803741233e-11],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,41,A142,A153,2,A174,2,A192,A202,male,OrigionalTC19
[1.9471444456797826e-09],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,41,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[9.185768118369353e-11],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,40,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[2.095134066237847e-09],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,40,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[3.7199326952119804e-11],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,66,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[3.119144109664518e-10],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,66,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[7.201470669793153e-11],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,47,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[1.2546198524532315e-09],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,47,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[5.2665583699651464e-11],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,56,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[6.489048742785997e-10],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,56,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[5.645797024333987e-11],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,54,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[7.512955257915621e-10],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,54,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[1.8411955293728965e-10],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,20,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[9.067788298011692e-09],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,20,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[1.7782790517895108e-10],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,21,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[8.42726954886075e-09],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,21,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[9.847224424763823e-11],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,38,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[2.4257207353883814e-09],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,38,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[3.2369613933713737e-11],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,70,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[2.3268989512992277e-10],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,70,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[3.851538879495742e-11],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,65,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[3.3562225221217545e-10],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,65,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[2.816690630735863e-11],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,74,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[1.735879634479076e-10],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,74,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[3.470044737663436e-11],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,68,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[2.69405525665789e-10],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,68,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[8.275935492463304e-11],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,43,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[1.6817769399324334e-09],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,43,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[5.4528818960175585e-11],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,55,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[6.982251443687915e-10],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,55,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[3.9878007146443295e-11],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,64,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[3.611306809148118e-10],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,64,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[2.720450253956841e-11],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,75,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[1.6132629954146438e-10],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,75,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[1.9063381428985338e-10],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,19,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[9.756988994524818e-09],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,19,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
[4.27495747135076e-11],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,62,A142,A153,2,A174,2,A192,A202,male,PerturbTC19
[4.1811268336466867e-10],0,[8.871892803741233e-11],0,A14,13,A34,A42,1478,A64,A74,4,A102,2,A122,62,A142,A153,2,A174,2,A192,A202,female,PerturbTC19
