Perturb_ModelPred,Perturb_PredValue,Expected_ModelPred,Expected_PredValue,age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,TC
[0.9964547753334045],1,[0.9983758926391602],1,22,Local-gov,12th,13,Never-married,Handlers-cleaners,Other-relative,Other,Male,4386,1816,44,England,PerturbTC126
[0.9938448667526245],1,[0.9983758926391602],1,22,Local-gov,12th,13,Never-married,Handlers-cleaners,Other-relative,Other,Female,4386,1816,44,England,PerturbTC126
[0.998151957988739],1,[0.9983758926391602],1,22,Local-gov,12th,13,Never-married,Handlers-cleaners,Other-relative,White,Male,4386,1816,44,England,PerturbTC126
[0.996787428855896],1,[0.9983758926391602],1,22,Local-gov,12th,13,Never-married,Handlers-cleaners,Other-relative,White,Female,4386,1816,44,England,PerturbTC126
[0.9994758367538452],1,[0.9994758367538452],1,37,Self-emp-not-inc,1st-4th,9,Divorced,Prof-specialty,Other-relative,Black,Male,3820,1894,44,England,OrigionalTC127
[0.9990103840827942],1,[0.9994758367538452],1,37,Self-emp-not-inc,1st-4th,9,Divorced,Prof-specialty,Other-relative,Black,Female,3820,1894,44,England,PerturbTC127
[0.9996629953384399],1,[0.9994758367538452],1,37,Self-emp-not-inc,1st-4th,9,Divorced,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,3820,1894,44,England,PerturbTC127
[0.9993635416030884],1,[0.9994758367538452],1,37,Self-emp-not-inc,1st-4th,9,Divorced,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,3820,1894,44,England,PerturbTC127
[0.9993022680282593],1,[0.9994758367538452],1,37,Self-emp-not-inc,1st-4th,9,Divorced,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Male,3820,1894,44,England,PerturbTC127
[0.9986827969551086],1,[0.9994758367538452],1,37,Self-emp-not-inc,1st-4th,9,Divorced,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Female,3820,1894,44,England,PerturbTC127
[0.9993269443511963],1,[0.9994758367538452],1,37,Self-emp-not-inc,1st-4th,9,Divorced,Prof-specialty,Other-relative,Other,Male,3820,1894,44,England,PerturbTC127
[0.9987292289733887],1,[0.9994758367538452],1,37,Self-emp-not-inc,1st-4th,9,Divorced,Prof-specialty,Other-relative,Other,Female,3820,1894,44,England,PerturbTC127
[0.9995882511138916],1,[0.9994758367538452],1,37,Self-emp-not-inc,1st-4th,9,Divorced,Prof-specialty,Other-relative,White,Male,3820,1894,44,England,PerturbTC127
[0.9992225170135498],1,[0.9994758367538452],1,37,Self-emp-not-inc,1st-4th,9,Divorced,Prof-specialty,Other-relative,White,Female,3820,1894,44,England,PerturbTC127
[0.9988104104995728],1,[0.997931182384491],1,17,Private,Bachelors,14,Divorced,Other-service,Not-in-family,Black,Male,4386,2008,31,Canada,PerturbTC128
[0.997931182384491],1,[0.997931182384491],1,17,Private,Bachelors,14,Divorced,Other-service,Not-in-family,Black,Female,4386,2008,31,Canada,OrigionalTC128
[0.9991538524627686],1,[0.997931182384491],1,17,Private,Bachelors,14,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Male,4386,2008,31,Canada,PerturbTC128
[0.9985279440879822],1,[0.997931182384491],1,17,Private,Bachelors,14,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,4386,2008,31,Canada,PerturbTC128
[0.9982677698135376],1,[0.997931182384491],1,17,Private,Bachelors,14,Divorced,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,4386,2008,31,Canada,PerturbTC128
[0.9969886541366577],1,[0.997931182384491],1,17,Private,Bachelors,14,Divorced,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,4386,2008,31,Canada,PerturbTC128
[0.9981510639190674],1,[0.997931182384491],1,17,Private,Bachelors,14,Divorced,Other-service,Not-in-family,Other,Male,4386,2008,31,Canada,PerturbTC128
[0.9967858791351318],1,[0.997931182384491],1,17,Private,Bachelors,14,Divorced,Other-service,Not-in-family,Other,Female,4386,2008,31,Canada,PerturbTC128
[0.999036967754364],1,[0.997931182384491],1,17,Private,Bachelors,14,Divorced,Other-service,Not-in-family,White,Male,4386,2008,31,Canada,PerturbTC128
[0.9983248710632324],1,[0.997931182384491],1,17,Private,Bachelors,14,Divorced,Other-service,Not-in-family,White,Female,4386,2008,31,Canada,PerturbTC128
[0.997256338596344],1,[0.9980473518371582],1,24,Without-pay,HS-grad,9,Separated,Sales,Husband,Black,Male,3820,2507,32,Canada,PerturbTC129
[0.9952337741851807],1,[0.9980473518371582],1,24,Without-pay,HS-grad,9,Separated,Sales,Husband,Black,Female,3820,2507,32,Canada,PerturbTC129
[0.9980473518371582],1,[0.9980473518371582],1,24,Without-pay,HS-grad,9,Separated,Sales,Husband,Asian-Pac-Islander,Male,3820,2507,32,Canada,OrigionalTC129
[0.9966058731079102],1,[0.9980473518371582],1,24,Without-pay,HS-grad,9,Separated,Sales,Husband,Asian-Pac-Islander,Female,3820,2507,32,Canada,PerturbTC129
[0.9960076808929443],1,[0.9980473518371582],1,24,Without-pay,HS-grad,9,Separated,Sales,Husband,Amer-Indian-Eskimo,Male,3820,2507,32,Canada,PerturbTC129
[0.9930709600448608],1,[0.9980473518371582],1,24,Without-pay,HS-grad,9,Separated,Sales,Husband,Amer-Indian-Eskimo,Female,3820,2507,32,Canada,PerturbTC129
[0.9957391023635864],1,[0.9980473518371582],1,24,Without-pay,HS-grad,9,Separated,Sales,Husband,Other,Male,3820,2507,32,Canada,PerturbTC129
[0.9926062822341919],1,[0.9980473518371582],1,24,Without-pay,HS-grad,9,Separated,Sales,Husband,Other,Female,3820,2507,32,Canada,PerturbTC129
[0.9977781772613525],1,[0.9980473518371582],1,24,Without-pay,HS-grad,9,Separated,Sales,Husband,White,Male,3820,2507,32,Canada,PerturbTC129
[0.9961386919021606],1,[0.9980473518371582],1,24,Without-pay,HS-grad,9,Separated,Sales,Husband,White,Female,3820,2507,32,Canada,PerturbTC129
[0.9998340606689453],1,[0.9995508193969727],1,27,State-gov,11th,15,Married-AF-spouse,Transport-moving,Wife,Black,Male,3820,1828,32,Canada,PerturbTC130
[0.9997110366821289],1,[0.9995508193969727],1,27,State-gov,11th,15,Married-AF-spouse,Transport-moving,Wife,Black,Female,3820,1828,32,Canada,PerturbTC130
[0.9998819231987],1,[0.9995508193969727],1,27,State-gov,11th,15,Married-AF-spouse,Transport-moving,Wife,Asian-Pac-Islander,Male,3820,1828,32,Canada,PerturbTC130
[0.9997944831848145],1,[0.9995508193969727],1,27,State-gov,11th,15,Married-AF-spouse,Transport-moving,Wife,Asian-Pac-Islander,Female,3820,1828,32,Canada,PerturbTC130
[0.999758243560791],1,[0.9995508193969727],1,27,State-gov,11th,15,Married-AF-spouse,Transport-moving,Wife,Amer-Indian-Eskimo,Male,3820,1828,32,Canada,PerturbTC130
[0.9995791912078857],1,[0.9995508193969727],1,27,State-gov,11th,15,Married-AF-spouse,Transport-moving,Wife,Amer-Indian-Eskimo,Female,3820,1828,32,Canada,PerturbTC130
[0.9997419118881226],1,[0.9995508193969727],1,27,State-gov,11th,15,Married-AF-spouse,Transport-moving,Wife,Other,Male,3820,1828,32,Canada,PerturbTC130
[0.9995508193969727],1,[0.9995508193969727],1,27,State-gov,11th,15,Married-AF-spouse,Transport-moving,Wife,Other,Female,3820,1828,32,Canada,OrigionalTC130
[0.9998656511306763],1,[0.9995508193969727],1,27,State-gov,11th,15,Married-AF-spouse,Transport-moving,Wife,White,Male,3820,1828,32,Canada,PerturbTC130
[0.9997662305831909],1,[0.9995508193969727],1,27,State-gov,11th,15,Married-AF-spouse,Transport-moving,Wife,White,Female,3820,1828,32,Canada,PerturbTC130
[0.9090417623519897],1,[0.8727651834487915],1,28,Federal-gov,Masters,4,Widowed,Farming-fishing,Own-child,Black,Male,3103,1564,35,Canada,PerturbTC131
[0.8516620993614197],1,[0.8727651834487915],1,28,Federal-gov,Masters,4,Widowed,Farming-fishing,Own-child,Black,Female,3103,1564,35,Canada,PerturbTC131
[0.9335702061653137],1,[0.8727651834487915],1,28,Federal-gov,Masters,4,Widowed,Farming-fishing,Own-child,Asian-Pac-Islander,Male,3103,1564,35,Canada,PerturbTC131
[0.889788031578064],1,[0.8727651834487915],1,28,Federal-gov,Masters,4,Widowed,Farming-fishing,Own-child,Asian-Pac-Islander,Female,3103,1564,35,Canada,PerturbTC131
[0.8727651834487915],1,[0.8727651834487915],1,28,Federal-gov,Masters,4,Widowed,Farming-fishing,Own-child,Amer-Indian-Eskimo,Male,3103,1564,35,Canada,OrigionalTC131
[0.7975963354110718],1,[0.8727651834487915],1,28,Federal-gov,Masters,4,Widowed,Farming-fishing,Own-child,Amer-Indian-Eskimo,Female,3103,1564,35,Canada,PerturbTC131
[0.8653267621994019],1,[0.8727651834487915],1,28,Federal-gov,Masters,4,Widowed,Farming-fishing,Own-child,Other,Male,3103,1564,35,Canada,PerturbTC131
[0.7868368625640869],1,[0.8727651834487915],1,28,Federal-gov,Masters,4,Widowed,Farming-fishing,Own-child,Other,Female,3103,1564,35,Canada,PerturbTC131
[0.9250789284706116],1,[0.8727651834487915],1,28,Federal-gov,Masters,4,Widowed,Farming-fishing,Own-child,White,Male,3103,1564,35,Canada,PerturbTC131
[0.8764410018920898],1,[0.8727651834487915],1,28,Federal-gov,Masters,4,Widowed,Farming-fishing,Own-child,White,Female,3103,1564,35,Canada,PerturbTC131
[1.0],1,[1.0],1,30,Local-gov,9th,13,Never-married,Machine-op-inspct,Other-relative,Black,Male,12099,1816,40,Canada,PerturbTC132
[1.0],1,[1.0],1,30,Local-gov,9th,13,Never-married,Machine-op-inspct,Other-relative,Black,Female,12099,1816,40,Canada,PerturbTC132
[1.0],1,[1.0],1,30,Local-gov,9th,13,Never-married,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,12099,1816,40,Canada,PerturbTC132
[1.0],1,[1.0],1,30,Local-gov,9th,13,Never-married,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,12099,1816,40,Canada,PerturbTC132
[1.0],1,[1.0],1,30,Local-gov,9th,13,Never-married,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Male,12099,1816,40,Canada,PerturbTC132
[1.0],1,[1.0],1,30,Local-gov,9th,13,Never-married,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Female,12099,1816,40,Canada,OrigionalTC132
[1.0],1,[1.0],1,30,Local-gov,9th,13,Never-married,Machine-op-inspct,Other-relative,Other,Male,12099,1816,40,Canada,PerturbTC132
[1.0],1,[1.0],1,30,Local-gov,9th,13,Never-married,Machine-op-inspct,Other-relative,Other,Female,12099,1816,40,Canada,PerturbTC132
[1.0],1,[1.0],1,30,Local-gov,9th,13,Never-married,Machine-op-inspct,Other-relative,White,Male,12099,1816,40,Canada,PerturbTC132
[1.0],1,[1.0],1,30,Local-gov,9th,13,Never-married,Machine-op-inspct,Other-relative,White,Female,12099,1816,40,Canada,PerturbTC132
[0.022266685962677002],0,[0.019018620252609253],0,37,Self-emp-inc,Some-college,1,Married-spouse-absent,Tech-support,Husband,Black,Male,0,115,42,Canada,PerturbTC133
[0.019018620252609253],0,[0.019018620252609253],0,37,Self-emp-inc,Some-college,1,Married-spouse-absent,Tech-support,Husband,Black,Female,0,115,42,Canada,OrigionalTC133
[0.03103044629096985],0,[0.019018620252609253],0,37,Self-emp-inc,Some-college,1,Married-spouse-absent,Tech-support,Husband,Asian-Pac-Islander,Male,0,115,42,Canada,PerturbTC133
[0.01806485652923584],0,[0.019018620252609253],0,37,Self-emp-inc,Some-college,1,Married-spouse-absent,Tech-support,Husband,Asian-Pac-Islander,Female,0,115,42,Canada,PerturbTC133
[0.016064584255218506],0,[0.019018620252609253],0,37,Self-emp-inc,Some-college,1,Married-spouse-absent,Tech-support,Husband,Amer-Indian-Eskimo,Male,0,115,42,Canada,PerturbTC133
[0.017408937215805054],0,[0.019018620252609253],0,37,Self-emp-inc,Some-college,1,Married-spouse-absent,Tech-support,Husband,Amer-Indian-Eskimo,Female,0,115,42,Canada,PerturbTC133
[0.01453891396522522],0,[0.019018620252609253],0,37,Self-emp-inc,Some-college,1,Married-spouse-absent,Tech-support,Husband,Other,Male,0,115,42,Canada,PerturbTC133
[0.015757650136947632],0,[0.019018620252609253],0,37,Self-emp-inc,Some-college,1,Married-spouse-absent,Tech-support,Husband,Other,Female,0,115,42,Canada,PerturbTC133
[0.027366459369659424],0,[0.019018620252609253],0,37,Self-emp-inc,Some-college,1,Married-spouse-absent,Tech-support,Husband,White,Male,0,115,42,Canada,PerturbTC133
[0.018466323614120483],0,[0.019018620252609253],0,37,Self-emp-inc,Some-college,1,Married-spouse-absent,Tech-support,Husband,White,Female,0,115,42,Canada,PerturbTC133
[1.0],1,[1.0],1,89,Self-emp-not-inc,Assoc-acdm,9,Married-civ-spouse,Craft-repair,Unmarried,Black,Male,12099,1587,65,Canada,PerturbTC134
[1.0],1,[1.0],1,89,Self-emp-not-inc,Assoc-acdm,9,Married-civ-spouse,Craft-repair,Unmarried,Black,Female,12099,1587,65,Canada,PerturbTC134
[1.0],1,[1.0],1,89,Self-emp-not-inc,Assoc-acdm,9,Married-civ-spouse,Craft-repair,Unmarried,Asian-Pac-Islander,Male,12099,1587,65,Canada,PerturbTC134
[1.0],1,[1.0],1,89,Self-emp-not-inc,Assoc-acdm,9,Married-civ-spouse,Craft-repair,Unmarried,Asian-Pac-Islander,Female,12099,1587,65,Canada,PerturbTC134
[1.0],1,[1.0],1,89,Self-emp-not-inc,Assoc-acdm,9,Married-civ-spouse,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,12099,1587,65,Canada,OrigionalTC134
[1.0],1,[1.0],1,89,Self-emp-not-inc,Assoc-acdm,9,Married-civ-spouse,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,12099,1587,65,Canada,PerturbTC134
[1.0],1,[1.0],1,89,Self-emp-not-inc,Assoc-acdm,9,Married-civ-spouse,Craft-repair,Unmarried,Other,Male,12099,1587,65,Canada,PerturbTC134
[1.0],1,[1.0],1,89,Self-emp-not-inc,Assoc-acdm,9,Married-civ-spouse,Craft-repair,Unmarried,Other,Female,12099,1587,65,Canada,PerturbTC134
[1.0],1,[1.0],1,89,Self-emp-not-inc,Assoc-acdm,9,Married-civ-spouse,Craft-repair,Unmarried,White,Male,12099,1587,65,Canada,PerturbTC134
[1.0],1,[1.0],1,89,Self-emp-not-inc,Assoc-acdm,9,Married-civ-spouse,Craft-repair,Unmarried,White,Female,12099,1587,65,Canada,PerturbTC134
[0.9990672469139099],1,[0.9976377487182617],1,22,Private,7th-8th,11,Married-spouse-absent,Protective-serv,Other-relative,Black,Male,3820,1816,50,Canada,PerturbTC135
[0.9983774423599243],1,[0.9976377487182617],1,22,Private,7th-8th,11,Married-spouse-absent,Protective-serv,Other-relative,Black,Female,3820,1816,50,Canada,PerturbTC135
[0.9993364810943604],1,[0.9976377487182617],1,22,Private,7th-8th,11,Married-spouse-absent,Protective-serv,Other-relative,Asian-Pac-Islander,Male,3820,1816,50,Canada,PerturbTC135
[0.9988455772399902],1,[0.9976377487182617],1,22,Private,7th-8th,11,Married-spouse-absent,Protective-serv,Other-relative,Asian-Pac-Islander,Female,3820,1816,50,Canada,PerturbTC135
[0.9986415505409241],1,[0.9976377487182617],1,22,Private,7th-8th,11,Married-spouse-absent,Protective-serv,Other-relative,Amer-Indian-Eskimo,Male,3820,1816,50,Canada,PerturbTC135
[0.9976377487182617],1,[0.9976377487182617],1,22,Private,7th-8th,11,Married-spouse-absent,Protective-serv,Other-relative,Amer-Indian-Eskimo,Female,3820,1816,50,Canada,OrigionalTC135
[0.9985499382019043],1,[0.9976377487182617],1,22,Private,7th-8th,11,Married-spouse-absent,Protective-serv,Other-relative,Other,Male,3820,1816,50,Canada,PerturbTC135
[0.9974785447120667],1,[0.9976377487182617],1,22,Private,7th-8th,11,Married-spouse-absent,Protective-serv,Other-relative,Other,Female,3820,1816,50,Canada,PerturbTC135
[0.9992449283599854],1,[0.9976377487182617],1,22,Private,7th-8th,11,Married-spouse-absent,Protective-serv,Other-relative,White,Male,3820,1816,50,Canada,PerturbTC135
[0.9986863136291504],1,[0.9976377487182617],1,22,Private,7th-8th,11,Married-spouse-absent,Protective-serv,Other-relative,White,Female,3820,1816,50,Canada,PerturbTC135
[0.9994208812713623],1,[0.9992831945419312],1,17,Without-pay,Doctorate,14,Separated,Armed-Forces,Not-in-family,Black,Male,4386,1828,32,Canada,PerturbTC136
[0.9989923238754272],1,[0.9992831945419312],1,17,Without-pay,Doctorate,14,Separated,Armed-Forces,Not-in-family,Black,Female,4386,1828,32,Canada,PerturbTC136
[0.999588131904602],1,[0.9992831945419312],1,17,Without-pay,Doctorate,14,Separated,Armed-Forces,Not-in-family,Asian-Pac-Islander,Male,4386,1828,32,Canada,PerturbTC136
[0.9992831945419312],1,[0.9992831945419312],1,17,Without-pay,Doctorate,14,Separated,Armed-Forces,Not-in-family,Asian-Pac-Islander,Female,4386,1828,32,Canada,OrigionalTC136
[0.9991564750671387],1,[0.9992831945419312],1,17,Without-pay,Doctorate,14,Separated,Armed-Forces,Not-in-family,Amer-Indian-Eskimo,Male,4386,1828,32,Canada,PerturbTC136
[0.9985324740409851],1,[0.9992831945419312],1,17,Without-pay,Doctorate,14,Separated,Armed-Forces,Not-in-family,Amer-Indian-Eskimo,Female,4386,1828,32,Canada,PerturbTC136
[0.9990994930267334],1,[0.9992831945419312],1,17,Without-pay,Doctorate,14,Separated,Armed-Forces,Not-in-family,Other,Male,4386,1828,32,Canada,PerturbTC136
[0.9984334707260132],1,[0.9992831945419312],1,17,Without-pay,Doctorate,14,Separated,Armed-Forces,Not-in-family,Other,Female,4386,1828,32,Canada,PerturbTC136
[0.9995312094688416],1,[0.9992831945419312],1,17,Without-pay,Doctorate,14,Separated,Armed-Forces,Not-in-family,White,Male,4386,1828,32,Canada,PerturbTC136
[0.999184250831604],1,[0.9992831945419312],1,17,Without-pay,Doctorate,14,Separated,Armed-Forces,Not-in-family,White,Female,4386,1828,32,Canada,PerturbTC136
[0.9189611673355103],1,[0.9189611673355103],1,17,Local-gov,Assoc-voc,4,Married-AF-spouse,Priv-house-serv,Own-child,Black,Male,3103,1894,44,Canada,OrigionalTC137
[0.8669232130050659],1,[0.9189611673355103],1,17,Local-gov,Assoc-voc,4,Married-AF-spouse,Priv-house-serv,Own-child,Black,Female,3103,1894,44,Canada,PerturbTC137
[0.9409884214401245],1,[0.9189611673355103],1,17,Local-gov,Assoc-voc,4,Married-AF-spouse,Priv-house-serv,Own-child,Asian-Pac-Islander,Male,3103,1894,44,Canada,PerturbTC137
[0.9015800356864929],1,[0.9189611673355103],1,17,Local-gov,Assoc-voc,4,Married-AF-spouse,Priv-house-serv,Own-child,Asian-Pac-Islander,Female,3103,1894,44,Canada,PerturbTC137
[0.8861453533172607],1,[0.9189611673355103],1,17,Local-gov,Assoc-voc,4,Married-AF-spouse,Priv-house-serv,Own-child,Amer-Indian-Eskimo,Male,3103,1894,44,Canada,PerturbTC137
[0.8172260522842407],1,[0.9189611673355103],1,17,Local-gov,Assoc-voc,4,Married-AF-spouse,Priv-house-serv,Own-child,Amer-Indian-Eskimo,Female,3103,1894,44,Canada,PerturbTC137
[0.8793811798095703],1,[0.9189611673355103],1,17,Local-gov,Assoc-voc,4,Married-AF-spouse,Priv-house-serv,Own-child,Other,Male,3103,1894,44,Canada,PerturbTC137
[0.8072577714920044],1,[0.9189611673355103],1,17,Local-gov,Assoc-voc,4,Married-AF-spouse,Priv-house-serv,Own-child,Other,Female,3103,1894,44,Canada,PerturbTC137
[0.9333776235580444],1,[0.9189611673355103],1,17,Local-gov,Assoc-voc,4,Married-AF-spouse,Priv-house-serv,Own-child,White,Male,3103,1894,44,Canada,PerturbTC137
[0.8894835710525513],1,[0.9189611673355103],1,17,Local-gov,Assoc-voc,4,Married-AF-spouse,Priv-house-serv,Own-child,White,Female,3103,1894,44,Canada,PerturbTC137
[0.9999874830245972],1,[0.9999697208404541],1,89,Private,Prof-school,11,Widowed,Adm-clerical,Other-relative,Black,Male,4386,2008,65,Canada,PerturbTC138
[0.999976396560669],1,[0.9999697208404541],1,89,Private,Prof-school,11,Widowed,Adm-clerical,Other-relative,Black,Female,4386,2008,65,Canada,PerturbTC138
[0.9999919533729553],1,[0.9999697208404541],1,89,Private,Prof-school,11,Widowed,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,4386,2008,65,Canada,PerturbTC138
[0.999984860420227],1,[0.9999697208404541],1,89,Private,Prof-school,11,Widowed,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,4386,2008,65,Canada,PerturbTC138
[0.9999834299087524],1,[0.9999697208404541],1,89,Private,Prof-school,11,Widowed,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Male,4386,2008,65,Canada,PerturbTC138
[0.9999686479568481],1,[0.9999697208404541],1,89,Private,Prof-school,11,Widowed,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Female,4386,2008,65,Canada,PerturbTC138
[0.9999839067459106],1,[0.9999697208404541],1,89,Private,Prof-school,11,Widowed,Adm-clerical,Other-relative,Other,Male,4386,2008,65,Canada,PerturbTC138
[0.9999697208404541],1,[0.9999697208404541],1,89,Private,Prof-school,11,Widowed,Adm-clerical,Other-relative,Other,Female,4386,2008,65,Canada,OrigionalTC138
[0.9999901652336121],1,[0.9999697208404541],1,89,Private,Prof-school,11,Widowed,Adm-clerical,Other-relative,White,Male,4386,2008,65,Canada,PerturbTC138
[0.9999814033508301],1,[0.9999697208404541],1,89,Private,Prof-school,11,Widowed,Adm-clerical,Other-relative,White,Female,4386,2008,65,Canada,PerturbTC138
[0.9932652711868286],1,[0.9902178049087524],1,17,Local-gov,5th-6th,1,Never-married,Exec-managerial,Not-in-family,Black,Male,3820,1828,65,Canada,PerturbTC139
[0.988335132598877],1,[0.9902178049087524],1,17,Local-gov,5th-6th,1,Never-married,Exec-managerial,Not-in-family,Black,Female,3820,1828,65,Canada,PerturbTC139
[0.9952013492584229],1,[0.9902178049087524],1,17,Local-gov,5th-6th,1,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,3820,1828,65,Canada,PerturbTC139
[0.9916765689849854],1,[0.9902178049087524],1,17,Local-gov,5th-6th,1,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,3820,1828,65,Canada,PerturbTC139
[0.9902178049087524],1,[0.9902178049087524],1,17,Local-gov,5th-6th,1,Never-married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,3820,1828,65,Canada,OrigionalTC139
[0.9830946922302246],1,[0.9902178049087524],1,17,Local-gov,5th-6th,1,Never-married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,3820,1828,65,Canada,PerturbTC139
[0.9895639419555664],1,[0.9902178049087524],1,17,Local-gov,5th-6th,1,Never-married,Exec-managerial,Not-in-family,Other,Male,3820,1828,65,Canada,PerturbTC139
[0.9819731712341309],1,[0.9902178049087524],1,17,Local-gov,5th-6th,1,Never-married,Exec-managerial,Not-in-family,Other,Female,3820,1828,65,Canada,PerturbTC139
[0.9945418834686279],1,[0.9902178049087524],1,17,Local-gov,5th-6th,1,Never-married,Exec-managerial,Not-in-family,White,Male,3820,1828,65,Canada,PerturbTC139
[0.9905373454093933],1,[0.9902178049087524],1,17,Local-gov,5th-6th,1,Never-married,Exec-managerial,Not-in-family,White,Female,3820,1828,65,Canada,PerturbTC139
[1.0],1,[1.0],1,22,Self-emp-inc,10th,9,Married-spouse-absent,Handlers-cleaners,Wife,Black,Male,12099,2507,40,Canada,PerturbTC140
[1.0],1,[1.0],1,22,Self-emp-inc,10th,9,Married-spouse-absent,Handlers-cleaners,Wife,Black,Female,12099,2507,40,Canada,PerturbTC140
[1.0],1,[1.0],1,22,Self-emp-inc,10th,9,Married-spouse-absent,Handlers-cleaners,Wife,Asian-Pac-Islander,Male,12099,2507,40,Canada,PerturbTC140
[1.0],1,[1.0],1,22,Self-emp-inc,10th,9,Married-spouse-absent,Handlers-cleaners,Wife,Asian-Pac-Islander,Female,12099,2507,40,Canada,PerturbTC140
[1.0],1,[1.0],1,22,Self-emp-inc,10th,9,Married-spouse-absent,Handlers-cleaners,Wife,Amer-Indian-Eskimo,Male,12099,2507,40,Canada,PerturbTC140
[1.0],1,[1.0],1,22,Self-emp-inc,10th,9,Married-spouse-absent,Handlers-cleaners,Wife,Amer-Indian-Eskimo,Female,12099,2507,40,Canada,PerturbTC140
[1.0],1,[1.0],1,22,Self-emp-inc,10th,9,Married-spouse-absent,Handlers-cleaners,Wife,Other,Male,12099,2507,40,Canada,OrigionalTC140
[1.0],1,[1.0],1,22,Self-emp-inc,10th,9,Married-spouse-absent,Handlers-cleaners,Wife,Other,Female,12099,2507,40,Canada,PerturbTC140
[1.0],1,[1.0],1,22,Self-emp-inc,10th,9,Married-spouse-absent,Handlers-cleaners,Wife,White,Male,12099,2507,40,Canada,PerturbTC140
[1.0],1,[1.0],1,22,Self-emp-inc,10th,9,Married-spouse-absent,Handlers-cleaners,Wife,White,Female,12099,2507,40,Canada,PerturbTC140
[0.9943378567695618],1,[0.9917717576026917],1,24,State-gov,Preschool,4,Separated,Prof-specialty,Own-child,Black,Male,4386,1894,31,Canada,PerturbTC141
[0.9901851415634155],1,[0.9917717576026917],1,24,State-gov,Preschool,4,Separated,Prof-specialty,Own-child,Black,Female,4386,1894,31,Canada,PerturbTC141
[0.9959667921066284],1,[0.9917717576026917],1,24,State-gov,Preschool,4,Separated,Prof-specialty,Own-child,Asian-Pac-Islander,Male,4386,1894,31,Canada,PerturbTC141
[0.9930002689361572],1,[0.9917717576026917],1,24,State-gov,Preschool,4,Separated,Prof-specialty,Own-child,Asian-Pac-Islander,Female,4386,1894,31,Canada,PerturbTC141
[0.9917717576026917],1,[0.9917717576026917],1,24,State-gov,Preschool,4,Separated,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,4386,1894,31,Canada,OrigionalTC141
[0.9857637882232666],1,[0.9917717576026917],1,24,State-gov,Preschool,4,Separated,Prof-specialty,Own-child,Amer-Indian-Eskimo,Female,4386,1894,31,Canada,PerturbTC141
[0.9912207126617432],1,[0.9917717576026917],1,24,State-gov,Preschool,4,Separated,Prof-specialty,Own-child,Other,Male,4386,1894,31,Canada,PerturbTC141
[0.9848165512084961],1,[0.9917717576026917],1,24,State-gov,Preschool,4,Separated,Prof-specialty,Own-child,Other,Female,4386,1894,31,Canada,PerturbTC141
[0.9954121112823486],1,[0.9917717576026917],1,24,State-gov,Preschool,4,Separated,Prof-specialty,Own-child,White,Male,4386,1894,31,Canada,PerturbTC141
[0.9920408129692078],1,[0.9917717576026917],1,24,State-gov,Preschool,4,Separated,Prof-specialty,Own-child,White,Female,4386,1894,31,Canada,PerturbTC141
[1.0],1,[1.0],1,30,Federal-gov,12th,11,Married-civ-spouse,Other-service,Unmarried,Black,Male,12099,1587,35,Canada,PerturbTC142
[1.0],1,[1.0],1,30,Federal-gov,12th,11,Married-civ-spouse,Other-service,Unmarried,Black,Female,12099,1587,35,Canada,PerturbTC142
[1.0],1,[1.0],1,30,Federal-gov,12th,11,Married-civ-spouse,Other-service,Unmarried,Asian-Pac-Islander,Male,12099,1587,35,Canada,PerturbTC142
[1.0],1,[1.0],1,30,Federal-gov,12th,11,Married-civ-spouse,Other-service,Unmarried,Asian-Pac-Islander,Female,12099,1587,35,Canada,PerturbTC142
[1.0],1,[1.0],1,30,Federal-gov,12th,11,Married-civ-spouse,Other-service,Unmarried,Amer-Indian-Eskimo,Male,12099,1587,35,Canada,PerturbTC142
[1.0],1,[1.0],1,30,Federal-gov,12th,11,Married-civ-spouse,Other-service,Unmarried,Amer-Indian-Eskimo,Female,12099,1587,35,Canada,PerturbTC142
