# ACTS Test Suite Generation: Tue Jan 25 14:29:46 EST 2022
#  '*' represents don't care value 
# Degree of interaction coverage: 2
# Number of parameters: 13
# Maximum number of values per parameter: 41
# Number of configurations: 676
age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
2,Federal-gov,12th,4,Married-spouse-absent,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,2,3,6,Poland
2,Federal-gov,Bachelors,0,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,0,6,Columbia
3,State-gov,HS-grad,1,Married-spouse-absent,Prof-specialty,Not-in-family,Other,Female,3,4,0,Columbia
4,Self-emp-not-inc,11th,4,Separated,Other-service,Husband,Black,Female,4,5,1,Columbia
7,Private,Masters,6,Married-AF-spouse,Sales,Wife,Amer-Indian-Eskimo,Male,1,6,2,Columbia
0,Local-gov,9th,5,Widowed,Craft-repair,Unmarried,Black,Male,2,7,3,Columbia
1,Self-emp-inc,Some-college,2,Divorced,Transport-moving,Other-relative,Black,Female,3,1,5,Columbia
5,Without-pay,Assoc-acdm,3,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Female,4,3,7,Columbia
6,Never-worked,Assoc-voc,5,Married-civ-spouse,Machine-op-inspct,Unmarried,Black,Female,4,2,4,Columbia
7,Federal-gov,7th-8th,1,Married-spouse-absent,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,2,2,2,Columbia
4,Federal-gov,Doctorate,5,Married-AF-spouse,Protective-serv,Unmarried,Black,Male,4,0,1,Columbia
2,State-gov,Prof-school,2,Married-AF-spouse,Armed-Forces,Wife,Other,Male,1,4,1,Columbia
3,State-gov,5th-6th,1,Widowed,Priv-house-serv,Other-relative,Black,Female,3,0,2,Columbia
0,Self-emp-inc,10th,6,Married-civ-spouse,Adm-clerical,Wife,Other,Female,2,3,2,Columbia
4,Local-gov,1st-4th,6,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Male,1,4,2,Columbia
5,Never-worked,Preschool,4,Married-AF-spouse,Farming-fishing,Wife,Asian-Pac-Islander,Male,2,1,5,Columbia
6,Federal-gov,12th,0,Widowed,Handlers-cleaners,Not-in-family,Black,Female,1,0,6,Columbia
7,State-gov,Bachelors,0,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,0,0,6,Cambodia
2,Federal-gov,HS-grad,1,Married-spouse-absent,Prof-specialty,Husband,Other,Female,3,4,0,Cambodia
3,Local-gov,11th,4,Separated,Other-service,Own-child,Black,Male,4,5,1,Cambodia
4,Self-emp-inc,Masters,6,Married-AF-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Male,1,6,2,Cambodia
5,Without-pay,9th,5,Widowed,Craft-repair,Other-relative,Asian-Pac-Islander,Male,2,7,3,Cambodia
6,Never-worked,Some-college,2,Divorced,Transport-moving,Wife,Asian-Pac-Islander,Female,3,1,5,Cambodia
0,Self-emp-not-inc,Assoc-acdm,3,Married-civ-spouse,Farming-fishing,Not-in-family,Black,Male,3,3,7,Cambodia
1,Private,Assoc-voc,6,Separated,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,1,2,4,Cambodia
2,Private,7th-8th,5,Never-married,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,6,Cambodia
6,Local-gov,Doctorate,0,Widowed,Protective-serv,Wife,Other,Female,4,4,7,Cambodia
7,Self-emp-inc,Prof-school,6,Separated,Armed-Forces,Wife,Asian-Pac-Islander,Male,1,1,3,Cambodia
1,Private,5th-6th,0,Married-spouse-absent,Priv-house-serv,Husband,Asian-Pac-Islander,Female,1,0,5,Cambodia
4,State-gov,10th,4,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,2,2,3,Cambodia
0,Self-emp-not-inc,1st-4th,0,Married-spouse-absent,Exec-managerial,Unmarried,Other,Female,3,0,2,Cambodia
7,Without-pay,Preschool,1,Separated,Protective-serv,Husband,Asian-Pac-Islander,Female,1,2,0,Cambodia
4,Federal-gov,12th,5,Married-spouse-absent,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,4,7,3,Cambodia
2,Federal-gov,Bachelors,0,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,0,6,Thailand
3,State-gov,HS-grad,1,Married-spouse-absent,Prof-specialty,Not-in-family,Other,Female,3,4,0,Thailand
4,Self-emp-not-inc,11th,4,Separated,Other-service,Husband,Black,Female,4,5,1,Thailand
7,Private,Masters,6,Married-AF-spouse,Sales,Wife,Amer-Indian-Eskimo,Female,1,6,2,Thailand
0,Local-gov,9th,5,Widowed,Craft-repair,Unmarried,Other,Male,2,7,3,Thailand
1,Self-emp-inc,Some-college,2,Divorced,Transport-moving,Other-relative,Other,Male,4,1,5,Thailand
5,Without-pay,Assoc-acdm,3,Married-civ-spouse,Farming-fishing,Unmarried,Asian-Pac-Islander,Male,2,3,7,Thailand
6,Never-worked,Assoc-voc,3,Widowed,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,4,2,4,Thailand
5,Private,7th-8th,1,Never-married,Tech-support,Not-in-family,Black,Female,1,5,3,Thailand
4,Local-gov,Doctorate,4,Married-AF-spouse,Protective-serv,Husband,Asian-Pac-Islander,Female,1,0,6,Thailand
3,Self-emp-not-inc,Prof-school,3,Married-AF-spouse,Armed-Forces,Not-in-family,Asian-Pac-Islander,Male,4,2,4,Thailand
2,State-gov,5th-6th,6,Never-married,Priv-house-serv,Wife,Black,Male,1,0,3,Thailand
4,Without-pay,10th,3,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Male,4,5,1,Thailand
6,Never-worked,1st-4th,6,Married-AF-spouse,Exec-managerial,Other-relative,Other,Male,0,0,3,Thailand
1,Local-gov,Preschool,4,Divorced,Sales,Wife,Asian-Pac-Islander,Male,1,4,2,Thailand
4,Federal-gov,12th,1,Separated,Farming-fishing,Wife,Other,Female,4,2,5,Thailand
7,State-gov,Bachelors,0,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,0,0,6,Ecuador
2,Federal-gov,HS-grad,1,Married-spouse-absent,Prof-specialty,Husband,Other,Female,3,4,0,Ecuador
3,Local-gov,11th,4,Separated,Other-service,Own-child,Black,Male,4,5,1,Ecuador
4,Self-emp-inc,Masters,6,Married-AF-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Male,1,6,2,Ecuador
5,Without-pay,9th,5,Widowed,Craft-repair,Other-relative,Other,Male,2,7,3,Ecuador
6,Never-worked,Some-college,2,Divorced,Transport-moving,Wife,Black,Female,4,1,5,Ecuador
0,Self-emp-not-inc,Assoc-acdm,3,Married-civ-spouse,Farming-fishing,Wife,Black,Female,2,3,7,Ecuador
1,Private,Assoc-voc,3,Divorced,Machine-op-inspct,Other-relative,Other,Female,3,2,4,Ecuador
6,Private,7th-8th,6,Divorced,Tech-support,Unmarried,Asian-Pac-Islander,Male,1,4,5,Ecuador
7,State-gov,Doctorate,3,Never-married,Protective-serv,Unmarried,Black,Female,2,0,2,Ecuador
1,State-gov,Prof-school,3,Divorced,Armed-Forces,Husband,Amer-Indian-Eskimo,Female,4,4,0,Ecuador
7,Federal-gov,5th-6th,4,Married-civ-spouse,Priv-house-serv,Other-relative,Asian-Pac-Islander,Female,3,6,2,Ecuador
7,State-gov,10th,3,Married-AF-spouse,Adm-clerical,Husband,Black,Female,2,1,6,Ecuador
7,Federal-gov,1st-4th,0,Never-married,Exec-managerial,Wife,Amer-Indian-Eskimo,Male,1,3,6,Ecuador
4,State-gov,Preschool,3,Divorced,Transport-moving,Unmarried,Amer-Indian-Eskimo,Male,1,2,5,Ecuador
7,Private,12th,3,Married-spouse-absent,Handlers-cleaners,Unmarried,Amer-Indian-Eskimo,Female,3,0,4,Ecuador
2,Federal-gov,Bachelors,0,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,0,6,Laos
3,State-gov,HS-grad,1,Married-spouse-absent,Prof-specialty,Not-in-family,Other,Female,3,4,0,Laos
4,Self-emp-not-inc,11th,4,Separated,Other-service,Husband,Black,Male,4,5,1,Laos
7,Private,Masters,6,Married-AF-spouse,Sales,Wife,Amer-Indian-Eskimo,Male,1,6,2,Laos
0,Local-gov,9th,5,Widowed,Craft-repair,Unmarried,Asian-Pac-Islander,Male,2,7,3,Laos
1,Self-emp-inc,Some-college,2,Divorced,Transport-moving,Other-relative,Asian-Pac-Islander,Female,3,1,5,Laos
5,Without-pay,Assoc-acdm,3,Married-civ-spouse,Farming-fishing,Own-child,Other,Female,4,3,7,Laos
6,Never-worked,Assoc-voc,4,Widowed,Machine-op-inspct,Other-relative,Other,Female,3,2,4,Laos
3,Private,7th-8th,6,Divorced,Tech-support,Unmarried,Amer-Indian-Eskimo,Female,4,6,5,Laos
1,Self-emp-not-inc,Doctorate,6,Never-married,Protective-serv,Own-child,Black,Female,2,5,4,Laos
3,Self-emp-not-inc,Prof-school,6,Married-civ-spouse,Armed-Forces,Other-relative,Other,Female,2,7,7,Laos
0,Private,5th-6th,6,Separated,Priv-house-serv,Own-child,Asian-Pac-Islander,Male,2,3,6,Laos
0,Local-gov,10th,3,Widowed,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,1,0,5,Laos
6,Private,1st-4th,0,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Male,1,2,0,Laos
1,Self-emp-not-inc,Preschool,1,Married-civ-spouse,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,3,0,5,Laos
1,Self-emp-inc,12th,5,Married-AF-spouse,Adm-clerical,Not-in-family,Black,Male,1,4,4,Laos
7,State-gov,Bachelors,0,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,0,0,6,Taiwan
2,Federal-gov,HS-grad,1,Married-spouse-absent,Prof-specialty,Husband,Other,Female,3,4,0,Taiwan
3,Local-gov,11th,4,Separated,Other-service,Own-child,Black,Male,4,5,1,Taiwan
4,Self-emp-inc,Masters,6,Married-AF-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Male,1,6,2,Taiwan
5,Without-pay,9th,5,Widowed,Craft-repair,Other-relative,Black,Male,2,7,3,Taiwan
6,Never-worked,Some-college,2,Divorced,Transport-moving,Wife,Other,Female,3,1,5,Taiwan
0,Self-emp-not-inc,Assoc-acdm,3,Married-civ-spouse,Farming-fishing,Unmarried,Asian-Pac-Islander,Male,3,3,7,Taiwan
1,Private,Assoc-voc,5,Never-married,Machine-op-inspct,Unmarried,Other,Male,1,2,4,Taiwan
5,Local-gov,7th-8th,3,Divorced,Tech-support,Not-in-family,Other,Male,4,6,2,Taiwan
5,Self-emp-not-inc,Doctorate,1,Married-civ-spouse,Protective-serv,Not-in-family,Black,Female,4,1,4,Taiwan
3,State-gov,Prof-school,6,Separated,Armed-Forces,Wife,Asian-Pac-Islander,Female,1,1,6,Taiwan
1,Self-emp-inc,5th-6th,4,Separated,Priv-house-serv,Husband,Asian-Pac-Islander,Male,4,5,6,Taiwan
4,Private,10th,4,Never-married,Adm-clerical,Unmarried,Black,Male,1,3,7,Taiwan
3,Self-emp-not-inc,1st-4th,4,Married-spouse-absent,Exec-managerial,Other-relative,Black,Male,3,7,4,Taiwan
0,Self-emp-not-inc,Preschool,4,Separated,Machine-op-inspct,Wife,Asian-Pac-Islander,Male,4,4,1,Taiwan
3,Self-emp-inc,12th,5,Divorced,Farming-fishing,Wife,Asian-Pac-Islander,Female,1,2,4,Taiwan
2,Federal-gov,Bachelors,0,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,0,6,Haiti
3,State-gov,HS-grad,1,Married-spouse-absent,Prof-specialty,Not-in-family,Other,Female,3,4,0,Haiti
4,Self-emp-not-inc,11th,4,Separated,Other-service,Husband,Black,Female,4,5,1,Haiti
7,Private,Masters,6,Married-AF-spouse,Sales,Wife,Amer-Indian-Eskimo,Female,1,6,2,Haiti
0,Local-gov,9th,5,Widowed,Craft-repair,Unmarried,Asian-Pac-Islander,Female,2,7,3,Haiti
1,Self-emp-inc,Some-college,2,Divorced,Transport-moving,Other-relative,Other,Female,2,1,5,Haiti
5,Without-pay,Assoc-acdm,3,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Female,3,3,7,Haiti
6,Never-worked,Assoc-voc,1,Married-civ-spouse,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Female,1,2,4,Haiti
3,Federal-gov,7th-8th,6,Separated,Tech-support,Not-in-family,Asian-Pac-Islander,Female,4,1,0,Haiti
0,Local-gov,Doctorate,3,Separated,Protective-serv,Not-in-family,Black,Male,1,6,5,Haiti
7,State-gov,Prof-school,0,Married-civ-spouse,Armed-Forces,Other-relative,Amer-Indian-Eskimo,Male,1,5,5,Haiti
3,State-gov,5th-6th,0,Divorced,Priv-house-serv,Other-relative,Other,Male,2,2,3,Haiti
4,Without-pay,10th,4,Separated,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Female,4,0,4,Haiti
7,Local-gov,1st-4th,1,Separated,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,4,5,6,Haiti
5,Federal-gov,Preschool,0,Married-spouse-absent,Armed-Forces,Own-child,Other,Male,1,0,7,Haiti
7,Local-gov,12th,5,Married-spouse-absent,Craft-repair,Other-relative,Black,Female,3,6,2,Haiti
7,State-gov,Bachelors,0,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,0,0,6,Portugal
2,Federal-gov,HS-grad,1,Married-spouse-absent,Prof-specialty,Husband,Other,Female,3,4,0,Portugal
3,Local-gov,11th,4,Separated,Other-service,Own-child,Black,Female,4,5,1,Portugal
4,Self-emp-inc,Masters,6,Married-AF-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Male,1,6,2,Portugal
5,Without-pay,9th,5,Widowed,Craft-repair,Other-relative,Other,Female,2,7,3,Portugal
6,Never-worked,Some-college,2,Divorced,Transport-moving,Wife,Asian-Pac-Islander,Male,1,1,5,Portugal
0,Self-emp-not-inc,Assoc-acdm,3,Married-civ-spouse,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Male,1,3,7,Portugal
1,Private,Assoc-voc,1,Married-AF-spouse,Machine-op-inspct,Husband,Black,Female,1,2,4,Portugal
6,Self-emp-not-inc,7th-8th,4,Widowed,Tech-support,Other-relative,Black,Female,1,6,7,Portugal
2,Self-emp-not-inc,Doctorate,0,Never-married,Protective-serv,Own-child,Asian-Pac-Islander,Female,3,3,2,Portugal
1,Federal-gov,Prof-school,0,Married-spouse-absent,Armed-Forces,Wife,Asian-Pac-Islander,Female,3,5,3,Portugal
2,State-gov,5th-6th,1,Never-married,Priv-house-serv,Husband,Amer-Indian-Eskimo,Female,4,0,1,Portugal
2,Never-worked,10th,5,Married-AF-spouse,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,3,6,7,Portugal
5,State-gov,1st-4th,6,Married-AF-spouse,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,1,1,3,Portugal
1,Without-pay,Preschool,2,Widowed,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,1,7,4,Portugal
1,Without-pay,12th,5,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Male,3,1,4,Portugal
2,Federal-gov,Bachelors,0,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,0,6,Dominican-Republic
3,State-gov,HS-grad,1,Married-spouse-absent,Prof-specialty,Not-in-family,Other,Female,3,4,0,Dominican-Republic
4,Self-emp-not-inc,11th,4,Separated,Other-service,Husband,Black,Female,4,5,1,Dominican-Republic
7,Private,Masters,6,Married-AF-spouse,Sales,Wife,Amer-Indian-Eskimo,Male,1,6,2,Dominican-Republic
0,Local-gov,9th,5,Widowed,Craft-repair,Unmarried,Asian-Pac-Islander,Female,2,7,3,Dominican-Republic
1,Self-emp-inc,Some-college,2,Divorced,Transport-moving,Other-relative,Black,Male,3,1,5,Dominican-Republic
5,Without-pay,Assoc-acdm,3,Married-civ-spouse,Farming-fishing,Own-child,Black,Male,3,3,7,Dominican-Republic
6,Never-worked,Assoc-voc,3,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,2,2,4,Dominican-Republic
1,Private,7th-8th,3,Married-civ-spouse,Tech-support,Wife,Amer-Indian-Eskimo,Male,3,0,4,Dominican-Republic
2,Without-pay,Doctorate,2,Never-married,Protective-serv,Own-child,Asian-Pac-Islander,Female,3,6,0,Dominican-Republic
0,Federal-gov,Prof-school,0,Widowed,Armed-Forces,Own-child,Other,Female,4,6,4,Dominican-Republic
1,Self-emp-not-inc,5th-6th,2,Never-married,Priv-house-serv,Unmarried,Amer-Indian-Eskimo,Female,1,2,0,Dominican-Republic
1,Without-pay,10th,4,Never-married,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,3,7,5,Dominican-Republic
3,Never-worked,1st-4th,3,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,2,2,1,Dominican-Republic
4,Local-gov,Preschool,2,Never-married,Transport-moving,Husband,Other,Male,3,1,0,Dominican-Republic
2,Without-pay,12th,3,Widowed,Tech-support,Own-child,Other,Female,4,3,6,Dominican-Republic
7,State-gov,Bachelors,0,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,0,0,6,El-Salvador
2,Federal-gov,HS-grad,1,Married-spouse-absent,Prof-specialty,Husband,Other,Female,3,4,0,El-Salvador
3,Local-gov,11th,4,Separated,Other-service,Own-child,Black,Male,4,5,1,El-Salvador
4,Self-emp-inc,Masters,6,Married-AF-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Male,1,6,2,El-Salvador
5,Without-pay,9th,5,Widowed,Craft-repair,Other-relative,Black,Male,2,7,3,El-Salvador
6,Never-worked,Some-college,2,Divorced,Transport-moving,Wife,Asian-Pac-Islander,Male,3,1,5,El-Salvador
0,Self-emp-not-inc,Assoc-acdm,3,Married-civ-spouse,Farming-fishing,Other-relative,Other,Male,1,3,7,El-Salvador
1,Private,Assoc-voc,0,Never-married,Machine-op-inspct,Husband,Black,Female,2,2,4,El-Salvador
7,Self-emp-inc,7th-8th,0,Married-spouse-absent,Tech-support,Unmarried,Other,Male,4,1,2,El-Salvador
2,Self-emp-inc,Doctorate,3,Married-civ-spouse,Protective-serv,Not-in-family,Other,Male,3,3,6,El-Salvador
2,Federal-gov,Prof-school,1,Divorced,Armed-Forces,Husband,Black,Male,1,1,6,El-Salvador
3,Private,5th-6th,3,Married-AF-spouse,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Male,2,5,3,El-Salvador
2,Self-emp-inc,10th,1,Divorced,Adm-clerical,Unmarried,Black,Male,4,7,7,El-Salvador
6,Private,1st-4th,1,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,4,4,6,El-Salvador
3,Federal-gov,Preschool,5,Married-civ-spouse,Exec-managerial,Wife,Other,Male,1,5,6,El-Salvador
3,State-gov,12th,1,Separated,Handlers-cleaners,Not-in-family,Black,Male,4,6,5,El-Salvador
2,Federal-gov,Bachelors,0,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,0,6,France
3,State-gov,HS-grad,1,Married-spouse-absent,Prof-specialty,Not-in-family,Other,Female,3,4,0,France
4,Self-emp-not-inc,11th,4,Separated,Other-service,Husband,Black,Male,4,5,1,France
7,Private,Masters,6,Married-AF-spouse,Sales,Wife,Amer-Indian-Eskimo,Female,1,6,2,France
0,Local-gov,9th,5,Widowed,Craft-repair,Unmarried,Other,Male,2,7,3,France
1,Self-emp-inc,Some-college,2,Divorced,Transport-moving,Other-relative,Amer-Indian-Eskimo,Male,3,1,5,France
5,Without-pay,Assoc-acdm,3,Married-civ-spouse,Farming-fishing,Wife,Amer-Indian-Eskimo,Male,4,3,7,France
6,Never-worked,Assoc-voc,4,Widowed,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Male,4,2,4,France
3,Without-pay,7th-8th,5,Married-civ-spouse,Tech-support,Other-relative,Asian-Pac-Islander,Female,4,3,0,France
7,Never-worked,Doctorate,5,Separated,Protective-serv,Not-in-family,Black,Female,2,5,5,France
2,Self-emp-not-inc,Prof-school,5,Married-AF-spouse,Armed-Forces,Husband,Other,Male,2,3,5,France
0,Self-emp-not-inc,5th-6th,2,Separated,Priv-house-serv,Not-in-family,Other,Male,0,0,0,France
6,Self-emp-inc,10th,2,Separated,Adm-clerical,Wife,Black,Female,3,4,4,France
2,Local-gov,1st-4th,0,Widowed,Exec-managerial,Husband,Black,Female,1,6,1,France
5,Federal-gov,Preschool,3,Separated,Tech-support,Unmarried,Other,Female,1,5,2,France
3,Local-gov,12th,6,Widowed,Exec-managerial,Own-child,Other,Male,4,2,4,France
7,State-gov,Bachelors,0,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,0,0,6,Guatemala
2,Federal-gov,HS-grad,1,Married-spouse-absent,Prof-specialty,Husband,Other,Female,3,4,0,Guatemala
3,Local-gov,11th,4,Separated,Other-service,Own-child,Black,Female,4,5,1,Guatemala
4,Self-emp-inc,Masters,6,Married-AF-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Male,1,6,2,Guatemala
5,Without-pay,9th,5,Widowed,Craft-repair,Other-relative,Asian-Pac-Islander,Male,2,7,3,Guatemala
6,Never-worked,Some-college,2,Divorced,Transport-moving,Wife,Amer-Indian-Eskimo,Male,3,1,5,Guatemala
0,Self-emp-not-inc,Assoc-acdm,3,Married-civ-spouse,Farming-fishing,Husband,Other,Male,2,3,7,Guatemala
1,Private,Assoc-voc,0,Never-married,Machine-op-inspct,Own-child,Other,Male,4,2,4,Guatemala
6,Self-emp-inc,7th-8th,2,Married-spouse-absent,Tech-support,Own-child,Other,Male,4,5,7,Guatemala
7,Self-emp-not-inc,Doctorate,0,Married-civ-spouse,Protective-serv,Other-relative,Amer-Indian-Eskimo,Female,2,3,7,Guatemala
4,Self-emp-not-inc,Prof-school,0,Married-spouse-absent,Armed-Forces,Not-in-family,Black,Male,1,1,1,Guatemala
3,Federal-gov,5th-6th,0,Never-married,Priv-house-serv,Husband,Asian-Pac-Islander,Male,2,3,7,Guatemala
2,State-gov,10th,0,Married-civ-spouse,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,4,1,5,Guatemala
3,Self-emp-inc,1st-4th,6,Married-spouse-absent,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,2,4,6,Guatemala
4,Federal-gov,Preschool,1,Never-married,Other-service,Not-in-family,Black,Male,2,6,5,Guatemala
3,Private,12th,0,Married-AF-spouse,Sales,Husband,Black,Female,1,2,3,Guatemala
2,Federal-gov,Bachelors,0,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,0,6,China
3,State-gov,HS-grad,1,Married-spouse-absent,Prof-specialty,Not-in-family,Other,Female,3,4,0,China
4,Self-emp-not-inc,11th,4,Separated,Other-service,Husband,Black,Female,4,5,1,China
7,Private,Masters,6,Married-AF-spouse,Sales,Wife,Amer-Indian-Eskimo,Female,1,6,2,China
0,Local-gov,9th,5,Widowed,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,2,7,3,China
1,Self-emp-inc,Some-college,2,Divorced,Transport-moving,Other-relative,Black,Male,4,1,5,China
5,Without-pay,Assoc-acdm,3,Married-civ-spouse,Farming-fishing,Unmarried,Black,Female,3,3,7,China
6,Never-worked,Assoc-voc,2,Divorced,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,3,2,4,China
7,Self-emp-not-inc,7th-8th,5,Married-spouse-absent,Tech-support,Not-in-family,Other,Female,2,6,2,China
4,State-gov,Doctorate,3,Married-civ-spouse,Protective-serv,Other-relative,Amer-Indian-Eskimo,Female,3,7,5,China
1,Federal-gov,Prof-school,0,Divorced,Armed-Forces,Not-in-family,Asian-Pac-Islander,Male,4,6,6,China
6,Without-pay,5th-6th,1,Married-spouse-absent,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,4,3,0,China
3,Federal-gov,10th,1,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,4,7,2,China
3,Private,1st-4th,1,Widowed,Exec-managerial,Not-in-family,Other,Male,4,2,2,China
2,Self-emp-not-inc,Preschool,5,Never-married,Protective-serv,Husband,Amer-Indian-Eskimo,Male,0,0,0,China
0,State-gov,12th,5,Married-civ-spouse,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,3,3,0,China
7,State-gov,Bachelors,0,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,0,0,6,Japan
2,Federal-gov,HS-grad,1,Married-spouse-absent,Prof-specialty,Husband,Other,Female,3,4,0,Japan
3,Local-gov,11th,4,Separated,Other-service,Own-child,Black,Female,4,5,1,Japan
4,Self-emp-inc,Masters,6,Married-AF-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Male,1,6,2,Japan
5,Without-pay,9th,5,Widowed,Craft-repair,Other-relative,Black,Female,2,7,3,Japan
6,Never-worked,Some-college,2,Divorced,Transport-moving,Wife,Asian-Pac-Islander,Female,1,1,5,Japan
0,Self-emp-not-inc,Assoc-acdm,3,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Female,4,3,7,Japan
1,Private,Assoc-voc,0,Divorced,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Male,3,2,4,Japan
7,State-gov,7th-8th,0,Married-spouse-absent,Tech-support,Other-relative,Other,Male,3,1,3,Japan
4,State-gov,Doctorate,4,Divorced,Protective-serv,Husband,Amer-Indian-Eskimo,Female,2,5,7,Japan
6,Without-pay,Prof-school,1,Married-AF-spouse,Armed-Forces,Not-in-family,Amer-Indian-Eskimo,Female,2,1,6,Japan
4,Self-emp-not-inc,5th-6th,5,Divorced,Priv-house-serv,Husband,Amer-Indian-Eskimo,Female,4,1,0,Japan
1,Never-worked,10th,2,Divorced,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,3,3,5,Japan
5,Federal-gov,1st-4th,0,Widowed,Exec-managerial,Own-child,Black,Male,4,1,4,Japan
7,Self-emp-not-inc,Preschool,0,Married-civ-spouse,Armed-Forces,Husband,Amer-Indian-Eskimo,Male,3,1,3,Japan
2,Local-gov,12th,0,Married-spouse-absent,Armed-Forces,Husband,Asian-Pac-Islander,Male,4,3,4,Japan
2,Federal-gov,Bachelors,0,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,0,6,Yugoslavia
3,State-gov,HS-grad,1,Married-spouse-absent,Prof-specialty,Not-in-family,Other,Female,3,4,0,Yugoslavia
4,Self-emp-not-inc,11th,4,Separated,Other-service,Husband,Black,Male,4,5,1,Yugoslavia
7,Private,Masters,6,Married-AF-spouse,Sales,Wife,Amer-Indian-Eskimo,Female,1,6,2,Yugoslavia
0,Local-gov,9th,5,Widowed,Craft-repair,Unmarried,Other,Female,2,7,3,Yugoslavia
1,Self-emp-inc,Some-college,2,Divorced,Transport-moving,Other-relative,Asian-Pac-Islander,Female,4,1,5,Yugoslavia
5,Without-pay,Assoc-acdm,3,Married-civ-spouse,Farming-fishing,Own-child,Black,Female,1,3,7,Yugoslavia
6,Never-worked,Assoc-voc,0,Separated,Machine-op-inspct,Wife,Asian-Pac-Islander,Male,4,2,4,Yugoslavia
7,Self-emp-inc,7th-8th,4,Separated,Tech-support,Wife,Asian-Pac-Islander,Female,3,3,6,Yugoslavia
6,Never-worked,Doctorate,4,Never-married,Protective-serv,Husband,Asian-Pac-Islander,Female,3,5,5,Yugoslavia
3,Federal-gov,Prof-school,3,Married-spouse-absent,Armed-Forces,Other-relative,Amer-Indian-Eskimo,Male,1,7,5,Yugoslavia
4,Local-gov,5th-6th,0,Married-spouse-absent,Priv-house-serv,Unmarried,Asian-Pac-Islander,Male,4,2,2,Yugoslavia
