age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
26,Local-gov,10th,8,Widowed,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Male,12099,1816,39,Poland
24,Without-pay,1st-4th,13,Married-AF-spouse,Exec-managerial,Other-relative,Black,Male,3103,2200,51,Poland
26,Private,Preschool,9,Married-AF-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,4386,1564,42,Poland
24,Federal-gov,12th,13,Married-spouse-absent,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,3103,1816,51,Poland
24,Federal-gov,Bachelors,1,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,115,51,Columbia
26,State-gov,HS-grad,8,Married-spouse-absent,Prof-specialty,Not-in-family,Other,Female,4386,1828,1,Columbia
29,Self-emp-not-inc,11th,13,Separated,Other-service,Husband,Black,Female,12099,1894,6,Columbia
90,Private,Masters,15,Married-AF-spouse,Sales,Wife,Amer-Indian-Eskimo,Male,3820,2200,35,Columbia
17,Local-gov,9th,14,Widowed,Craft-repair,Unmarried,Black,Male,3103,2462,39,Columbia
22,Self-emp-inc,Some-college,9,Divorced,Transport-moving,Other-relative,Black,Female,4386,1564,47,Columbia
34,Without-pay,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Female,12099,1816,69,Columbia
37,Never-worked,Assoc-voc,14,Married-civ-spouse,Machine-op-inspct,Unmarried,Black,Female,12099,1587,42,Columbia
90,Federal-gov,7th-8th,8,Married-spouse-absent,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,3103,1587,35,Columbia
29,Federal-gov,Doctorate,14,Married-AF-spouse,Protective-serv,Unmarried,Black,Male,12099,115,6,Columbia
24,State-gov,Prof-school,9,Married-AF-spouse,Armed-Forces,Wife,Other,Male,3820,1828,6,Columbia
26,State-gov,5th-6th,8,Widowed,Priv-house-serv,Other-relative,Black,Female,4386,115,35,Columbia
17,Self-emp-inc,10th,15,Married-civ-spouse,Adm-clerical,Wife,Other,Female,3103,1816,35,Columbia
29,Local-gov,1st-4th,15,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Male,3820,1828,35,Columbia
34,Never-worked,Preschool,13,Married-AF-spouse,Farming-fishing,Wife,Asian-Pac-Islander,Male,3103,1564,47,Columbia
37,Federal-gov,12th,1,Widowed,Handlers-cleaners,Not-in-family,Black,Female,3820,115,51,Columbia
90,State-gov,Bachelors,1,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,0,115,51,Cambodia
24,Federal-gov,HS-grad,8,Married-spouse-absent,Prof-specialty,Husband,Other,Female,4386,1828,1,Cambodia
26,Local-gov,11th,13,Separated,Other-service,Own-child,Black,Male,12099,1894,6,Cambodia
29,Self-emp-inc,Masters,15,Married-AF-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Male,3820,2200,35,Cambodia
34,Without-pay,9th,14,Widowed,Craft-repair,Other-relative,Asian-Pac-Islander,Male,3103,2462,39,Cambodia
37,Never-worked,Some-college,9,Divorced,Transport-moving,Wife,Asian-Pac-Islander,Female,4386,1564,47,Cambodia
17,Self-emp-not-inc,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Not-in-family,Black,Male,4386,1816,69,Cambodia
22,Private,Assoc-voc,15,Separated,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,3820,1587,42,Cambodia
24,Private,7th-8th,14,Never-married,Tech-support,Husband,Asian-Pac-Islander,Male,0,115,51,Cambodia
37,Local-gov,Doctorate,1,Widowed,Protective-serv,Wife,Other,Female,12099,1828,69,Cambodia
90,Self-emp-inc,Prof-school,15,Separated,Armed-Forces,Wife,Asian-Pac-Islander,Male,3820,1564,39,Cambodia
22,Private,5th-6th,1,Married-spouse-absent,Priv-house-serv,Husband,Asian-Pac-Islander,Female,3820,115,47,Cambodia
29,State-gov,10th,13,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,3103,1587,39,Cambodia
17,Self-emp-not-inc,1st-4th,1,Married-spouse-absent,Exec-managerial,Unmarried,Other,Female,4386,115,35,Cambodia
90,Without-pay,Preschool,8,Separated,Protective-serv,Husband,Asian-Pac-Islander,Female,3820,1587,1,Cambodia
29,Federal-gov,12th,14,Married-spouse-absent,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,12099,2462,39,Cambodia
24,Federal-gov,Bachelors,1,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,115,51,Thailand
26,State-gov,HS-grad,8,Married-spouse-absent,Prof-specialty,Not-in-family,Other,Female,4386,1828,1,Thailand
29,Self-emp-not-inc,11th,13,Separated,Other-service,Husband,Black,Female,12099,1894,6,Thailand
90,Private,Masters,15,Married-AF-spouse,Sales,Wife,Amer-Indian-Eskimo,Female,3820,2200,35,Thailand
17,Local-gov,9th,14,Widowed,Craft-repair,Unmarried,Other,Male,3103,2462,39,Thailand
22,Self-emp-inc,Some-college,9,Divorced,Transport-moving,Other-relative,Other,Male,12099,1564,47,Thailand
34,Without-pay,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Unmarried,Asian-Pac-Islander,Male,3103,1816,69,Thailand
37,Never-worked,Assoc-voc,11,Widowed,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,12099,1587,42,Thailand
34,Private,7th-8th,8,Never-married,Tech-support,Not-in-family,Black,Female,3820,1894,39,Thailand
29,Local-gov,Doctorate,13,Married-AF-spouse,Protective-serv,Husband,Asian-Pac-Islander,Female,3820,115,51,Thailand
26,Self-emp-not-inc,Prof-school,11,Married-AF-spouse,Armed-Forces,Not-in-family,Asian-Pac-Islander,Male,12099,1587,42,Thailand
24,State-gov,5th-6th,15,Never-married,Priv-house-serv,Wife,Black,Male,3820,115,39,Thailand
29,Without-pay,10th,11,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Male,12099,1894,6,Thailand
37,Never-worked,1st-4th,15,Married-AF-spouse,Exec-managerial,Other-relative,Other,Male,0,115,39,Thailand
22,Local-gov,Preschool,13,Divorced,Sales,Wife,Asian-Pac-Islander,Male,3820,1828,35,Thailand
29,Federal-gov,12th,8,Separated,Farming-fishing,Wife,Other,Female,12099,1587,47,Thailand
90,State-gov,Bachelors,1,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,0,115,51,Ecuador
24,Federal-gov,HS-grad,8,Married-spouse-absent,Prof-specialty,Husband,Other,Female,4386,1828,1,Ecuador
26,Local-gov,11th,13,Separated,Other-service,Own-child,Black,Male,12099,1894,6,Ecuador
29,Self-emp-inc,Masters,15,Married-AF-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Male,3820,2200,35,Ecuador
34,Without-pay,9th,14,Widowed,Craft-repair,Other-relative,Other,Male,3103,2462,39,Ecuador
37,Never-worked,Some-college,9,Divorced,Transport-moving,Wife,Black,Female,12099,1564,47,Ecuador
17,Self-emp-not-inc,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Wife,Black,Female,3103,1816,69,Ecuador
22,Private,Assoc-voc,11,Divorced,Machine-op-inspct,Other-relative,Other,Female,4386,1587,42,Ecuador
37,Private,7th-8th,15,Divorced,Tech-support,Unmarried,Asian-Pac-Islander,Male,3820,1828,47,Ecuador
90,State-gov,Doctorate,11,Never-married,Protective-serv,Unmarried,Black,Female,3103,115,35,Ecuador
22,State-gov,Prof-school,11,Divorced,Armed-Forces,Husband,Amer-Indian-Eskimo,Female,12099,1828,1,Ecuador
90,Federal-gov,5th-6th,13,Married-civ-spouse,Priv-house-serv,Other-relative,Asian-Pac-Islander,Female,4386,2200,35,Ecuador
90,State-gov,10th,11,Married-AF-spouse,Adm-clerical,Husband,Black,Female,3103,1564,51,Ecuador
90,Federal-gov,1st-4th,1,Never-married,Exec-managerial,Wife,Amer-Indian-Eskimo,Male,3820,1816,51,Ecuador
29,State-gov,Preschool,11,Divorced,Transport-moving,Unmarried,Amer-Indian-Eskimo,Male,3820,1587,47,Ecuador
90,Private,12th,11,Married-spouse-absent,Handlers-cleaners,Unmarried,Amer-Indian-Eskimo,Female,4386,115,42,Ecuador
24,Federal-gov,Bachelors,1,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,115,51,Laos
26,State-gov,HS-grad,8,Married-spouse-absent,Prof-specialty,Not-in-family,Other,Female,4386,1828,1,Laos
29,Self-emp-not-inc,11th,13,Separated,Other-service,Husband,Black,Male,12099,1894,6,Laos
90,Private,Masters,15,Married-AF-spouse,Sales,Wife,Amer-Indian-Eskimo,Male,3820,2200,35,Laos
17,Local-gov,9th,14,Widowed,Craft-repair,Unmarried,Asian-Pac-Islander,Male,3103,2462,39,Laos
22,Self-emp-inc,Some-college,9,Divorced,Transport-moving,Other-relative,Asian-Pac-Islander,Female,4386,1564,47,Laos
34,Without-pay,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Own-child,Other,Female,12099,1816,69,Laos
37,Never-worked,Assoc-voc,13,Widowed,Machine-op-inspct,Other-relative,Other,Female,4386,1587,42,Laos
26,Private,7th-8th,15,Divorced,Tech-support,Unmarried,Amer-Indian-Eskimo,Female,12099,2200,47,Laos
22,Self-emp-not-inc,Doctorate,15,Never-married,Protective-serv,Own-child,Black,Female,3103,1894,42,Laos
26,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Armed-Forces,Other-relative,Other,Female,3103,2462,69,Laos
17,Private,5th-6th,15,Separated,Priv-house-serv,Own-child,Asian-Pac-Islander,Male,3103,1816,51,Laos
17,Local-gov,10th,11,Widowed,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,3820,115,47,Laos
37,Private,1st-4th,1,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Male,3820,1587,1,Laos
22,Self-emp-not-inc,Preschool,8,Married-civ-spouse,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,4386,115,47,Laos
22,Self-emp-inc,12th,14,Married-AF-spouse,Adm-clerical,Not-in-family,Black,Male,3820,1828,42,Laos
90,State-gov,Bachelors,1,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,0,115,51,Taiwan
24,Federal-gov,HS-grad,8,Married-spouse-absent,Prof-specialty,Husband,Other,Female,4386,1828,1,Taiwan
26,Local-gov,11th,13,Separated,Other-service,Own-child,Black,Male,12099,1894,6,Taiwan
29,Self-emp-inc,Masters,15,Married-AF-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Male,3820,2200,35,Taiwan
34,Without-pay,9th,14,Widowed,Craft-repair,Other-relative,Black,Male,3103,2462,39,Taiwan
37,Never-worked,Some-college,9,Divorced,Transport-moving,Wife,Other,Female,4386,1564,47,Taiwan
17,Self-emp-not-inc,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Unmarried,Asian-Pac-Islander,Male,4386,1816,69,Taiwan
22,Private,Assoc-voc,14,Never-married,Machine-op-inspct,Unmarried,Other,Male,3820,1587,42,Taiwan
34,Local-gov,7th-8th,11,Divorced,Tech-support,Not-in-family,Other,Male,12099,2200,35,Taiwan
34,Self-emp-not-inc,Doctorate,8,Married-civ-spouse,Protective-serv,Not-in-family,Black,Female,12099,1564,42,Taiwan
26,State-gov,Prof-school,15,Separated,Armed-Forces,Wife,Asian-Pac-Islander,Female,3820,1564,51,Taiwan
22,Self-emp-inc,5th-6th,13,Separated,Priv-house-serv,Husband,Asian-Pac-Islander,Male,12099,1894,51,Taiwan
29,Private,10th,13,Never-married,Adm-clerical,Unmarried,Black,Male,3820,1816,69,Taiwan
26,Self-emp-not-inc,1st-4th,13,Married-spouse-absent,Exec-managerial,Other-relative,Black,Male,4386,2462,42,Taiwan
17,Self-emp-not-inc,Preschool,13,Separated,Machine-op-inspct,Wife,Asian-Pac-Islander,Male,12099,1828,6,Taiwan
26,Self-emp-inc,12th,14,Divorced,Farming-fishing,Wife,Asian-Pac-Islander,Female,3820,1587,42,Taiwan
24,Federal-gov,Bachelors,1,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,115,51,Haiti
26,State-gov,HS-grad,8,Married-spouse-absent,Prof-specialty,Not-in-family,Other,Female,4386,1828,1,Haiti
29,Self-emp-not-inc,11th,13,Separated,Other-service,Husband,Black,Female,12099,1894,6,Haiti
90,Private,Masters,15,Married-AF-spouse,Sales,Wife,Amer-Indian-Eskimo,Female,3820,2200,35,Haiti
17,Local-gov,9th,14,Widowed,Craft-repair,Unmarried,Asian-Pac-Islander,Female,3103,2462,39,Haiti
22,Self-emp-inc,Some-college,9,Divorced,Transport-moving,Other-relative,Other,Female,3103,1564,47,Haiti
34,Without-pay,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Female,4386,1816,69,Haiti
37,Never-worked,Assoc-voc,8,Married-civ-spouse,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Female,3820,1587,42,Haiti
26,Federal-gov,7th-8th,15,Separated,Tech-support,Not-in-family,Asian-Pac-Islander,Female,12099,1564,1,Haiti
17,Local-gov,Doctorate,11,Separated,Protective-serv,Not-in-family,Black,Male,3820,2200,47,Haiti
90,State-gov,Prof-school,1,Married-civ-spouse,Armed-Forces,Other-relative,Amer-Indian-Eskimo,Male,3820,1894,47,Haiti
26,State-gov,5th-6th,1,Divorced,Priv-house-serv,Other-relative,Other,Male,3103,1587,39,Haiti
29,Without-pay,10th,13,Separated,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Female,12099,115,42,Haiti
90,Local-gov,1st-4th,8,Separated,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,12099,1894,51,Haiti
34,Federal-gov,Preschool,1,Married-spouse-absent,Armed-Forces,Own-child,Other,Male,3820,115,69,Haiti
90,Local-gov,12th,14,Married-spouse-absent,Craft-repair,Other-relative,Black,Female,4386,2200,35,Haiti
90,State-gov,Bachelors,1,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,0,115,51,Portugal
24,Federal-gov,HS-grad,8,Married-spouse-absent,Prof-specialty,Husband,Other,Female,4386,1828,1,Portugal
26,Local-gov,11th,13,Separated,Other-service,Own-child,Black,Female,12099,1894,6,Portugal
29,Self-emp-inc,Masters,15,Married-AF-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Male,3820,2200,35,Portugal
34,Without-pay,9th,14,Widowed,Craft-repair,Other-relative,Other,Female,3103,2462,39,Portugal
37,Never-worked,Some-college,9,Divorced,Transport-moving,Wife,Asian-Pac-Islander,Male,3820,1564,47,Portugal
17,Self-emp-not-inc,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Male,3820,1816,69,Portugal
22,Private,Assoc-voc,8,Married-AF-spouse,Machine-op-inspct,Husband,Black,Female,3820,1587,42,Portugal
37,Self-emp-not-inc,7th-8th,13,Widowed,Tech-support,Other-relative,Black,Female,3820,2200,69,Portugal
24,Self-emp-not-inc,Doctorate,1,Never-married,Protective-serv,Own-child,Asian-Pac-Islander,Female,4386,1816,35,Portugal
22,Federal-gov,Prof-school,1,Married-spouse-absent,Armed-Forces,Wife,Asian-Pac-Islander,Female,4386,1894,39,Portugal
24,State-gov,5th-6th,8,Never-married,Priv-house-serv,Husband,Amer-Indian-Eskimo,Female,12099,115,6,Portugal
24,Never-worked,10th,14,Married-AF-spouse,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,4386,2200,69,Portugal
34,State-gov,1st-4th,15,Married-AF-spouse,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,3820,1564,39,Portugal
22,Without-pay,Preschool,9,Widowed,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,3820,2462,42,Portugal
22,Without-pay,12th,14,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Male,4386,1564,42,Portugal
24,Federal-gov,Bachelors,1,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,115,51,Dominican-Republic
26,State-gov,HS-grad,8,Married-spouse-absent,Prof-specialty,Not-in-family,Other,Female,4386,1828,1,Dominican-Republic
29,Self-emp-not-inc,11th,13,Separated,Other-service,Husband,Black,Female,12099,1894,6,Dominican-Republic
90,Private,Masters,15,Married-AF-spouse,Sales,Wife,Amer-Indian-Eskimo,Male,3820,2200,35,Dominican-Republic
17,Local-gov,9th,14,Widowed,Craft-repair,Unmarried,Asian-Pac-Islander,Female,3103,2462,39,Dominican-Republic
22,Self-emp-inc,Some-college,9,Divorced,Transport-moving,Other-relative,Black,Male,4386,1564,47,Dominican-Republic
34,Without-pay,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Own-child,Black,Male,4386,1816,69,Dominican-Republic
37,Never-worked,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,3103,1587,42,Dominican-Republic
22,Private,7th-8th,11,Married-civ-spouse,Tech-support,Wife,Amer-Indian-Eskimo,Male,4386,115,42,Dominican-Republic
24,Without-pay,Doctorate,9,Never-married,Protective-serv,Own-child,Asian-Pac-Islander,Female,4386,2200,1,Dominican-Republic
17,Federal-gov,Prof-school,1,Widowed,Armed-Forces,Own-child,Other,Female,12099,2200,42,Dominican-Republic
22,Self-emp-not-inc,5th-6th,9,Never-married,Priv-house-serv,Unmarried,Amer-Indian-Eskimo,Female,3820,1587,1,Dominican-Republic
22,Without-pay,10th,13,Never-married,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,4386,2462,47,Dominican-Republic
26,Never-worked,1st-4th,11,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,3103,1587,6,Dominican-Republic
29,Local-gov,Preschool,9,Never-married,Transport-moving,Husband,Other,Male,4386,1564,1,Dominican-Republic
24,Without-pay,12th,11,Widowed,Tech-support,Own-child,Other,Female,12099,1816,51,Dominican-Republic
90,State-gov,Bachelors,1,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,0,115,51,El-Salvador
24,Federal-gov,HS-grad,8,Married-spouse-absent,Prof-specialty,Husband,Other,Female,4386,1828,1,El-Salvador
26,Local-gov,11th,13,Separated,Other-service,Own-child,Black,Male,12099,1894,6,El-Salvador
29,Self-emp-inc,Masters,15,Married-AF-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Male,3820,2200,35,El-Salvador
34,Without-pay,9th,14,Widowed,Craft-repair,Other-relative,Black,Male,3103,2462,39,El-Salvador
37,Never-worked,Some-college,9,Divorced,Transport-moving,Wife,Asian-Pac-Islander,Male,4386,1564,47,El-Salvador
17,Self-emp-not-inc,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Other-relative,Other,Male,3820,1816,69,El-Salvador
22,Private,Assoc-voc,1,Never-married,Machine-op-inspct,Husband,Black,Female,3103,1587,42,El-Salvador
90,Self-emp-inc,7th-8th,1,Married-spouse-absent,Tech-support,Unmarried,Other,Male,12099,1564,35,El-Salvador
24,Self-emp-inc,Doctorate,11,Married-civ-spouse,Protective-serv,Not-in-family,Other,Male,4386,1816,51,El-Salvador
24,Federal-gov,Prof-school,8,Divorced,Armed-Forces,Husband,Black,Male,3820,1564,51,El-Salvador
26,Private,5th-6th,11,Married-AF-spouse,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Male,3103,1894,39,El-Salvador
24,Self-emp-inc,10th,8,Divorced,Adm-clerical,Unmarried,Black,Male,12099,2462,69,El-Salvador
37,Private,1st-4th,8,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,12099,1828,51,El-Salvador
26,Federal-gov,Preschool,14,Married-civ-spouse,Exec-managerial,Wife,Other,Male,3820,1894,51,El-Salvador
26,State-gov,12th,8,Separated,Handlers-cleaners,Not-in-family,Black,Male,12099,2200,47,El-Salvador
24,Federal-gov,Bachelors,1,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,115,51,France
26,State-gov,HS-grad,8,Married-spouse-absent,Prof-specialty,Not-in-family,Other,Female,4386,1828,1,France
29,Self-emp-not-inc,11th,13,Separated,Other-service,Husband,Black,Male,12099,1894,6,France
90,Private,Masters,15,Married-AF-spouse,Sales,Wife,Amer-Indian-Eskimo,Female,3820,2200,35,France
17,Local-gov,9th,14,Widowed,Craft-repair,Unmarried,Other,Male,3103,2462,39,France
22,Self-emp-inc,Some-college,9,Divorced,Transport-moving,Other-relative,Amer-Indian-Eskimo,Male,4386,1564,47,France
34,Without-pay,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Wife,Amer-Indian-Eskimo,Male,12099,1816,69,France
37,Never-worked,Assoc-voc,13,Widowed,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Male,12099,1587,42,France
26,Without-pay,7th-8th,14,Married-civ-spouse,Tech-support,Other-relative,Asian-Pac-Islander,Female,12099,1816,1,France
90,Never-worked,Doctorate,14,Separated,Protective-serv,Not-in-family,Black,Female,3103,1894,47,France
24,Self-emp-not-inc,Prof-school,14,Married-AF-spouse,Armed-Forces,Husband,Other,Male,3103,1816,47,France
17,Self-emp-not-inc,5th-6th,9,Separated,Priv-house-serv,Not-in-family,Other,Male,0,115,1,France
37,Self-emp-inc,10th,9,Separated,Adm-clerical,Wife,Black,Female,4386,1828,42,France
24,Local-gov,1st-4th,1,Widowed,Exec-managerial,Husband,Black,Female,3820,2200,6,France
34,Federal-gov,Preschool,11,Separated,Tech-support,Unmarried,Other,Female,3820,1894,35,France
26,Local-gov,12th,15,Widowed,Exec-managerial,Own-child,Other,Male,12099,1587,42,France
90,State-gov,Bachelors,1,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,0,115,51,Guatemala
24,Federal-gov,HS-grad,8,Married-spouse-absent,Prof-specialty,Husband,Other,Female,4386,1828,1,Guatemala
26,Local-gov,11th,13,Separated,Other-service,Own-child,Black,Female,12099,1894,6,Guatemala
29,Self-emp-inc,Masters,15,Married-AF-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Male,3820,2200,35,Guatemala
34,Without-pay,9th,14,Widowed,Craft-repair,Other-relative,Asian-Pac-Islander,Male,3103,2462,39,Guatemala
37,Never-worked,Some-college,9,Divorced,Transport-moving,Wife,Amer-Indian-Eskimo,Male,4386,1564,47,Guatemala
17,Self-emp-not-inc,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Husband,Other,Male,3103,1816,69,Guatemala
22,Private,Assoc-voc,1,Never-married,Machine-op-inspct,Own-child,Other,Male,12099,1587,42,Guatemala
37,Self-emp-inc,7th-8th,9,Married-spouse-absent,Tech-support,Own-child,Other,Male,12099,1894,69,Guatemala
90,Self-emp-not-inc,Doctorate,1,Married-civ-spouse,Protective-serv,Other-relative,Amer-Indian-Eskimo,Female,3103,1816,69,Guatemala
29,Self-emp-not-inc,Prof-school,1,Married-spouse-absent,Armed-Forces,Not-in-family,Black,Male,3820,1564,6,Guatemala
26,Federal-gov,5th-6th,1,Never-married,Priv-house-serv,Husband,Asian-Pac-Islander,Male,3103,1816,69,Guatemala
24,State-gov,10th,1,Married-civ-spouse,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,12099,1564,47,Guatemala
26,Self-emp-inc,1st-4th,15,Married-spouse-absent,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,3103,1828,51,Guatemala
29,Federal-gov,Preschool,8,Never-married,Other-service,Not-in-family,Black,Male,3103,2200,47,Guatemala
26,Private,12th,1,Married-AF-spouse,Sales,Husband,Black,Female,3820,1587,39,Guatemala
24,Federal-gov,Bachelors,1,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,115,51,China
26,State-gov,HS-grad,8,Married-spouse-absent,Prof-specialty,Not-in-family,Other,Female,4386,1828,1,China
29,Self-emp-not-inc,11th,13,Separated,Other-service,Husband,Black,Female,12099,1894,6,China
90,Private,Masters,15,Married-AF-spouse,Sales,Wife,Amer-Indian-Eskimo,Female,3820,2200,35,China
17,Local-gov,9th,14,Widowed,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,3103,2462,39,China
22,Self-emp-inc,Some-college,9,Divorced,Transport-moving,Other-relative,Black,Male,12099,1564,47,China
34,Without-pay,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Unmarried,Black,Female,4386,1816,69,China
37,Never-worked,Assoc-voc,9,Divorced,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,4386,1587,42,China
90,Self-emp-not-inc,7th-8th,14,Married-spouse-absent,Tech-support,Not-in-family,Other,Female,3103,2200,35,China
29,State-gov,Doctorate,11,Married-civ-spouse,Protective-serv,Other-relative,Amer-Indian-Eskimo,Female,4386,2462,47,China
22,Federal-gov,Prof-school,1,Divorced,Armed-Forces,Not-in-family,Asian-Pac-Islander,Male,12099,2200,51,China
37,Without-pay,5th-6th,8,Married-spouse-absent,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,12099,1816,1,China
26,Federal-gov,10th,8,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,12099,2462,35,China
26,Private,1st-4th,8,Widowed,Exec-managerial,Not-in-family,Other,Male,12099,1587,35,China
24,Self-emp-not-inc,Preschool,14,Never-married,Protective-serv,Husband,Amer-Indian-Eskimo,Male,0,115,1,China
17,State-gov,12th,14,Married-civ-spouse,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,4386,1816,1,China
90,State-gov,Bachelors,1,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,0,115,51,Japan
24,Federal-gov,HS-grad,8,Married-spouse-absent,Prof-specialty,Husband,Other,Female,4386,1828,1,Japan
26,Local-gov,11th,13,Separated,Other-service,Own-child,Black,Female,12099,1894,6,Japan
29,Self-emp-inc,Masters,15,Married-AF-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Male,3820,2200,35,Japan
34,Without-pay,9th,14,Widowed,Craft-repair,Other-relative,Black,Female,3103,2462,39,Japan
37,Never-worked,Some-college,9,Divorced,Transport-moving,Wife,Asian-Pac-Islander,Female,3820,1564,47,Japan
17,Self-emp-not-inc,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Female,12099,1816,69,Japan
22,Private,Assoc-voc,1,Divorced,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Male,4386,1587,42,Japan
90,State-gov,7th-8th,1,Married-spouse-absent,Tech-support,Other-relative,Other,Male,4386,1564,39,Japan
29,State-gov,Doctorate,13,Divorced,Protective-serv,Husband,Amer-Indian-Eskimo,Female,3103,1894,69,Japan
37,Without-pay,Prof-school,8,Married-AF-spouse,Armed-Forces,Not-in-family,Amer-Indian-Eskimo,Female,3103,1564,51,Japan
29,Self-emp-not-inc,5th-6th,14,Divorced,Priv-house-serv,Husband,Amer-Indian-Eskimo,Female,12099,1564,1,Japan
22,Never-worked,10th,9,Divorced,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,4386,1816,47,Japan
34,Federal-gov,1st-4th,1,Widowed,Exec-managerial,Own-child,Black,Male,12099,1564,42,Japan
90,Self-emp-not-inc,Preschool,1,Married-civ-spouse,Armed-Forces,Husband,Amer-Indian-Eskimo,Male,4386,1564,39,Japan
24,Local-gov,12th,1,Married-spouse-absent,Armed-Forces,Husband,Asian-Pac-Islander,Male,12099,1816,42,Japan
24,Federal-gov,Bachelors,1,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,115,51,Yugoslavia
26,State-gov,HS-grad,8,Married-spouse-absent,Prof-specialty,Not-in-family,Other,Female,4386,1828,1,Yugoslavia
29,Self-emp-not-inc,11th,13,Separated,Other-service,Husband,Black,Male,12099,1894,6,Yugoslavia
90,Private,Masters,15,Married-AF-spouse,Sales,Wife,Amer-Indian-Eskimo,Female,3820,2200,35,Yugoslavia
